Account_Number,last_txn_date,frequency,monetary,avg_monetary,customer_age,customer_income,account_balance,recency_days,churn_label
OXGS52736741304504,2023-04-17 11:08:44,1,1439.5,1439.5,51,119171.79,11455.16,644,1
OXJF38086919180981,2024-07-05 15:41:22,1,1716.64,1716.64,29,65037.47,16059.16,198,1
OXJR69784879896319,2023-03-30 17:21:31,1,316.1,316.1,54,80039.87,14248.41,661,1
OXKE29648421092225,2023-10-11 23:30:39,1,1079.65,1079.65,20,37095.54,2770.61,466,1
OXLO86607025076660,2024-06-26 20:39:16,1,3508.99,3508.99,35,95463.41,11961.78,207,1
OXMK09163975057921,2024-11-21 14:06:26,1,2558.97,2558.97,64,62795.14,8543.61,59,0
OXPB96422563851603,2023-03-23 19:13:43,1,1832.26,1832.26,70,78939.31,11545.72,668,1
OXRA47994126428879,2023-08-03 15:35:50,1,2221.65,2221.65,48,88431.61,4622.54,535,1
OXSO89124883971705,2024-12-08 14:30:23,1,148.36,148.36,38,122102.57,8613.72,42,0
OXST84605867949638,2023-12-18 09:45:12,1,1384.86,1384.86,20,79038.12,5873.08,399,1
OXWL41579614282342,2023-07-25 02:03:26,1,96.85,96.85,47,53100.14,8325.19,545,1
OXYD43648936175908,2023-10-29 12:33:47,1,2774.83,2774.83,59,40792.59,16035.06,448,1
OXYD77546199240658,2023-07-04 05:38:49,1,2822.03,2822.03,48,33275.98,5469.34,566,1
OYBU24552674693443,2024-11-13 01:02:57,1,257.35,257.35,25,73671.86,4514.38,68,0
OYDM19546723904418,2024-11-24 10:13:41,1,2212.09,2212.09,47,46041.09,17494.54,57,0
OYHN05110353583995,2025-01-08 19:25:28,1,2605.29,2605.29,67,83159.29,15493.72,11,0
OYOM96939110989839,2024-07-29 19:10:18,1,4931.46,4931.46,49,100402.04,13528.17,174,1
OYPF50842324234800,2024-06-07 16:59:46,1,2124.42,2124.42,54,135583.77,7195.1,226,1
OYSW23410242505963,2023-10-31 03:18:54,1,1428.92,1428.92,18,62418.95,5675.18,447,1
OYTB67015120039344,2024-08-10 09:22:55,1,4496.14,4496.14,48,24753.99,18502.02,163,1
OYUG11601240360360,2023-04-07 15:45:41,1,2203.72,2203.72,65,109855.0,2285.18,653,1
OYVL70815180778336,2024-11-14 13:07:00,1,1107.84,1107.84,35,115323.23,6056.81,66,0
OYZJ81268179300805,2024-07-24 17:33:31,1,816.66,816.66,38,34043.49,1807.55,179,1
OZET16169349617464,2024-01-27 13:59:50,1,1297.0,1297.0,24,143776.71,9335.77,358,1
OZLT70119080479490,2023-11-03 10:23:26,1,2027.31,2027.31,69,67199.07,4085.7,444,1
OZLY40364882159773,2024-01-14 09:15:14,1,2461.17,2461.17,38,35918.39,8821.25,372,1
OZPJ41662145984847,2024-01-11 01:48:28,1,4208.49,4208.49,39,139835.55,1182.26,375,1
OZPR80936766177200,2023-12-19 12:30:22,1,4336.31,4336.31,26,135296.25,6468.66,397,1
OZWU94923151108178,2024-07-04 06:03:13,1,4958.134399999999,4958.134399999999,51,99449.52,844.46,200,1
PAGD80533962746662,2024-01-26 08:07:09,1,3322.87,3322.87,20,50044.42,14401.77,360,1
PAOU45991530445002,2024-10-12 14:41:27,1,2270.95,2270.95,33,111880.0,7195.24,99,1
PAPD58796474080314,2024-06-16 08:15:28,1,4379.89,4379.89,70,41579.62,13066.55,218,1
PAQA53828981223965,2024-06-22 19:01:21,1,217.55,217.55,33,44391.03,16245.25,211,1
PASQ16688130384691,2024-04-21 17:20:54,1,2893.66,2893.66,40,45477.95,8304.82,273,1
PASY14428845831604,2024-01-19 06:37:55,1,1404.57,1404.57,57,132064.91,6300.4,367,1
PAUA15919770744347,2023-11-10 13:33:34,1,2107.98,2107.98,38,117388.21,1868.08,436,1
PAVB00822205322089,2023-06-17 17:13:24,1,4233.29,4233.29,27,33943.1,18662.29,582,1
PAVO21850822616340,2024-04-07 04:20:21,1,224.04,224.04,20,46117.79,3929.08,288,1
PAYK74205008000182,2024-04-25 00:22:19,1,284.91,284.91,34,40649.15,4005.95,270,1
PBAH43743256740536,2024-06-07 11:44:25,1,827.46,827.46,42,36942.72,14509.79,227,1
PBFH18967201295903,2024-07-06 12:51:20,1,2853.56,2853.56,39,141791.83,15561.21,197,1
PBGR34103111557701,2024-07-11 17:14:58,1,3672.66,3672.66,24,97714.36,8202.6,192,1
PBKN82092257090016,2023-01-21 23:45:22,1,1249.75,1249.75,20,87521.65,5946.48,729,1
PBQN70090043655158,2023-07-27 11:53:48,1,3589.47,3589.47,26,86903.0,19736.37,543,1
PBTF01991843113266,2023-03-24 11:36:26,1,1812.09,1812.09,41,126629.5,3238.18,668,1
PBUS14871929083382,2024-09-28 14:12:13,1,656.8,656.8,60,127319.74,15942.22,113,1
PBXZ09646146994838,2024-03-01 23:36:44,1,4590.57,4590.57,67,74397.01,8495.62,324,1
PBYN98329240116280,2024-12-11 23:57:51,1,620.56,620.56,18,145486.24,14943.02,39,0
PCID42642930646143,2023-06-17 11:32:36,1,1956.7,1956.7,69,31133.77,16556.88,583,1
PCJN95093555570200,2024-11-22 22:18:14,1,4050.03,4050.03,27,23478.96,8085.91,58,0
PCKL98354116597263,2024-01-03 04:59:35,1,3139.09,3139.09,54,82770.85,16292.7,383,1
PCON85384994084772,2024-01-19 00:06:08,1,4958.134399999999,4958.134399999999,50,134725.21,11186.54,367,1
PCPO15564896432246,2023-11-28 21:10:12,1,1767.73,1767.73,19,66877.07,15081.44,418,1
PCQB36313479219032,2024-10-12 12:30:27,1,4779.64,4779.64,65,27048.8,15402.99,99,1
PCSL35307721871634,2024-06-26 17:11:34,1,1269.29,1269.29,59,60110.01,3815.65,207,1
PCTF14967914638664,2024-09-06 23:42:05,1,4124.33,4124.33,44,81551.28,16875.24,135,1
PCVB30275960889586,2023-05-11 06:11:00,1,826.05,826.05,34,55946.21,18205.51,620,1
PCWE91842519561765,2024-01-17 02:19:04,1,770.16,770.16,65,119570.23,17306.44,369,1
PCWL87544963242466,2023-07-23 17:58:10,1,2490.26,2490.26,63,97174.12,19206.9,546,1
PDFF27643387220542,2023-07-04 01:11:16,1,3038.2,3038.2,36,21273.8512,16735.62,566,1
PDKX00748838268201,2023-03-08 00:00:13,1,1096.13,1096.13,48,101225.85,19527.84,684,1
PDNJ91916369507259,2023-04-09 20:29:38,1,1020.67,1020.67,65,73150.23,18627.09,651,1
PDSF81707443602344,2023-10-31 18:11:33,1,1657.3,1657.3,45,125687.26,4210.72,446,1
PDVD52231284152776,2024-02-24 20:05:21,1,584.39,584.39,65,111136.95,13095.3,330,1
PDVR23532773765547,2024-05-26 22:59:09,1,802.7,802.7,59,62836.07,14816.65,238,1
PEDC83185175309720,2023-04-13 15:35:10,1,1737.17,1737.17,21,118589.71,17599.25,647,1
PEEB50116002684967,2024-12-25 06:52:52,1,4875.03,4875.03,41,36960.03,6635.28,26,0
PEEZ31526057948157,2024-01-06 03:04:20,1,1144.95,1144.95,32,63276.6,15629.17,380,1
PEFH72074197537006,2023-04-19 08:20:40,1,1575.95,1575.95,53,106058.85,19052.93,642,1
PEVK18833895349102,2023-12-27 02:54:53,1,2217.59,2217.59,29,42988.65,5425.34,390,1
PEVP65314513417005,2024-03-02 23:49:05,1,399.24,399.24,18,114405.89,13353.92,323,1
PEWC92283491430921,2024-02-29 22:45:33,1,2762.64,2762.64,38,146170.56,4416.13,325,1
PFBK29177508639277,2024-11-13 20:55:26,1,3059.47,3059.47,28,46440.15,9612.6,67,0
PFDU39830200565723,2023-01-27 12:40:05,1,1836.12,1836.12,47,70767.39,11132.76,723,1
PFLD78637673162526,2024-02-21 23:01:32,1,3251.17,3251.17,57,93616.21,17492.08,333,1
PFRZ98683212086149,2024-11-27 08:09:40,1,3545.16,3545.16,70,131922.55,3551.0,54,0
PFSN82288542734497,2024-03-21 00:02:18,1,1987.99,1987.99,27,26009.36,9919.95,305,1
PFTX40993751376848,2024-03-14 01:20:45,1,3389.29,3389.29,42,60520.79,3435.43,312,1
PGAO11025296573873,2023-11-03 05:09:12,1,2376.98,2376.98,65,116876.92,14718.03,444,1
PGBS64969277119529,2024-09-21 08:48:44,1,3807.34,3807.34,69,40506.54,9451.09,121,1
PGER42487298020291,2024-01-16 00:22:27,1,2941.68,2941.68,25,104632.94,6610.17,370,1
PGKX07810728394764,2024-08-07 11:12:01,1,3519.27,3519.27,53,134488.15,992.99,166,1
PGQC90347317510295,2024-07-01 16:23:00,1,2674.45,2674.45,45,139063.05,7190.25,202,1
PGTR21255887740503,2024-01-18 01:13:12,1,151.63,151.63,65,137282.27,10169.03,368,1
PGUA38200003901108,2023-07-28 17:57:10,1,3293.16,3293.16,68,118781.84,8796.65,541,1
PGUF17503619202599,2024-01-20 20:39:18,1,1576.01,1576.01,20,84943.21,7961.7,365,1
PGVZ04997805501443,2023-08-08 13:18:41,1,4344.42,4344.42,34,81700.43,6275.66,530,1
PGWX53868281597800,2023-05-05 18:17:45,1,1592.71,1592.71,32,60906.51,762.06,625,1
PGXW22836084937830,2024-05-21 15:00:13,1,2294.14,2294.14,26,125779.94,8865.22,243,1
PHAK39003432926205,2024-01-08 03:43:05,1,4871.26,4871.26,65,83456.39,9906.25,378,1
PHCH97298872877130,2023-05-05 14:31:44,1,2983.87,2983.87,37,86102.43,9810.56,625,1
PHCJ39151143678621,2024-07-14 02:21:00,1,3250.93,3250.93,61,40557.82,1213.97,190,1
PHFW51415617312432,2023-02-17 03:00:40,1,3360.98,3360.98,34,107328.01,8621.88,703,1
PHHU05597824575983,2024-02-23 10:32:32,1,2193.31,2193.31,39,41348.78,11180.11,332,1
PHLM15266559147625,2023-06-03 01:45:20,1,346.76,346.76,53,64226.36,9272.21,597,1
PHQV53751220721598,2024-01-08 01:06:50,1,4676.86,4676.86,62,60474.32,9919.02,378,1
PHRK51281775123959,2023-07-21 17:54:25,1,596.67,596.67,42,81254.0,5654.27,548,1
PHVO41897215406417,2025-01-04 16:44:23,1,2000.01,2000.01,60,139242.01,12576.79,15,0
PHZE72221553250169,2024-06-30 07:46:21,1,51.378,51.378,26,21273.8512,12740.72,204,1
PICG99145422897434,2023-11-12 21:58:32,1,4065.19,4065.19,57,73930.59,13866.36,434,1
PIDW25313795610077,2023-04-03 08:02:40,1,2276.86,2276.86,23,109932.95,12833.42,658,1
PIJY49649304640060,2023-12-28 09:39:50,1,3177.11,3177.11,43,138333.08,19781.6228,389,1
PIOO65659070554943,2023-04-09 17:32:39,1,767.43,767.43,42,60255.01,17217.73,651,1
PIPQ11282699345173,2023-10-12 10:58:54,1,1305.15,1305.15,62,89018.05,19219.96,466,1
PIQS56425275317791,2023-08-20 21:27:14,1,201.83,201.83,42,118236.59,4845.35,518,1
PISB66886751857116,2024-12-06 08:26:56,1,1904.14,1904.14,67,124843.76,2567.17,45,0
PISM12690728079344,2023-05-30 12:56:52,1,277.42,277.42,52,102944.79,9963.62,600,1
PIUZ00743262843237,2025-01-07 10:57:03,1,4741.32,4741.32,56,68525.09,1674.49,13,0
PIVS99020385407008,2023-08-23 09:39:39,1,4835.52,4835.52,24,141390.33,2751.68,516,1
PJBA97018325661806,2023-06-05 11:16:56,1,3814.82,3814.82,69,45617.65,18887.47,595,1
PJBJ33689579672461,2023-05-24 08:45:45,1,1695.14,1695.14,39,40570.1,2298.93,607,1
PJEI94178584770239,2023-08-02 01:45:33,1,3746.06,3746.06,32,21791.37,1594.9,537,1
PJGQ26782827598768,2023-04-30 17:28:04,1,2306.87,2306.87,26,52930.99,17577.3,630,1
PJKD36365905041737,2024-12-22 06:32:21,1,2760.48,2760.48,70,54707.4,8711.44,29,0
PJKK27537004102336,2023-02-11 23:39:49,1,2270.08,2270.08,36,111976.47,8703.81,708,1
PKCZ21018426226441,2024-09-24 01:38:31,1,3984.79,3984.79,20,77023.11,6981.27,118,1
PKEC35317555928974,2023-07-12 18:53:01,1,3256.33,3256.33,23,54325.03,13472.05,557,1
PKEU87209986564224,2023-08-22 07:54:56,1,1444.65,1444.65,37,124945.49,7293.86,517,1
PKFT49775655128895,2024-06-22 18:22:44,1,4100.71,4100.71,40,123153.92,11713.04,211,1
PKGL02469484123222,2024-01-11 07:59:51,1,4079.85,4079.85,30,27034.53,15264.87,375,1
PKNS00184293359847,2023-03-09 20:04:38,1,2213.01,2213.01,35,53980.48,10226.93,682,1
PKVE04690743906484,2023-05-17 11:42:17,1,4823.05,4823.05,30,112740.41,11933.51,614,1
PLBS50354513640294,2024-07-18 02:43:10,1,2955.8,2955.8,26,34195.3,19489.48,186,1
PLEC00848654255686,2024-08-01 19:39:25,1,4625.02,4625.02,68,119804.67,17328.81,171,1
PLKW03109388829563,2023-11-26 12:21:11,1,75.94,75.94,58,28986.44,15219.05,421,1
PLLX78545765309246,2023-05-02 00:34:01,1,4288.14,4288.14,61,138151.61,3906.51,629,1
PLQQ22272485993178,2023-12-20 14:19:46,1,4838.84,4838.84,33,72087.31,16118.68,396,1
PLUF34087056833555,2023-09-05 00:30:40,1,1562.89,1562.89,54,33673.56,1199.45,503,1
PLWG34808013604947,2024-07-03 11:50:10,1,1332.75,1332.75,35,148589.88799999998,11581.3,201,1
PMES61171396083892,2023-08-06 01:23:51,1,4598.85,4598.85,43,116173.44,10330.84,533,1
PMIR03614544029195,2024-04-18 05:09:32,1,635.3,635.3,57,100576.14,1800.46,277,1
PMMK42098666450707,2024-07-29 22:44:43,1,1405.9,1405.9,37,66223.41,1280.75,174,1
PMPX78871308483972,2024-06-05 02:05:35,1,4550.09,4550.09,48,135011.29,16027.24,229,1
PMWM69692295338619,2024-06-01 11:39:46,1,1039.75,1039.75,69,55258.72,7363.81,233,1
PMWV48618382559143,2024-02-22 23:43:57,1,649.01,649.01,61,103829.13,17250.53,332,1
PNFH03911142817852,2024-05-26 09:02:41,1,4926.62,4926.62,44,99532.39,3190.48,239,1
PNIV35932561837015,2025-01-20 09:35:23,1,965.0,965.0,69,134655.99,15724.4,0,0
PNLG97900578341080,2023-08-17 15:27:06,1,2083.06,2083.06,28,45095.94,5276.66,521,1
PNNA17829614730748,2023-01-29 21:48:07,1,888.24,888.24,65,60895.86,13960.97,721,1
PNNE08407846401577,2023-08-30 19:44:06,1,3975.9,3975.9,49,75653.87,10981.23,508,1
PNON20901447340433,2024-11-14 10:58:08,1,665.9,665.9,27,100039.79,13023.81,67,0
PNRF51528800496054,2024-11-30 08:59:15,1,4824.76,4824.76,61,49136.75,13249.77,51,0
PNSV68064554421578,2023-06-25 03:02:29,1,4732.33,4732.33,19,53630.77,19076.07,575,1
PNUP80964583744959,2024-10-04 19:51:38,1,4264.7,4264.7,37,98270.65,9839.94,107,1
POCC09093320762573,2023-11-16 10:32:32,1,1337.98,1337.98,42,52360.69,8358.94,431,1
PODQ67308562623924,2024-05-23 03:57:41,1,4088.12,4088.12,61,24946.17,19229.04,242,1
POID65374667856371,2023-10-02 17:54:46,1,1807.34,1807.34,53,83585.77,18092.37,475,1
POMD96079117292335,2024-11-08 02:13:12,1,4843.87,4843.87,26,135849.21,3575.61,73,0
POPF17887287826500,2024-04-08 20:24:51,1,4091.77,4091.77,63,25140.23,11442.95,286,1
POWI44332945786740,2024-11-07 04:17:52,1,1161.01,1161.01,39,25684.53,10909.04,74,0
PPAV26049769799872,2023-06-28 15:56:43,1,834.08,834.08,39,128744.71,15168.57,571,1
PPGD26881228217819,2023-07-21 04:34:54,1,955.09,955.09,44,21273.8512,13035.88,549,1
PPGO48118448789052,2023-12-20 05:13:33,1,3822.4,3822.4,33,111631.26,9595.28,397,1
PPGT20244407319718,2023-03-03 13:03:34,1,4843.78,4843.78,56,53501.0,12821.08,688,1
PPHN49335468175579,2024-05-04 19:45:17,1,3459.11,3459.11,20,21273.8512,821.57,260,1
PPLQ85627480661126,2023-01-21 22:18:55,1,3637.54,3637.54,49,27197.13,5412.04,729,1
PPVI34030579251733,2023-01-27 04:01:25,1,3142.26,3142.26,35,51995.61,16859.16,724,1
PPYD83753076810248,2023-01-24 15:29:01,1,2006.53,2006.53,26,120316.97,14494.45,726,1
PQBD10470844445325,2024-10-16 20:06:58,1,2019.37,2019.37,52,37528.14,10914.78,95,1
PQCC69097273285577,2023-05-09 22:09:35,1,3577.4,3577.4,65,62507.3,3619.84,621,1
PQCZ10162198974469,2024-12-02 04:32:33,1,946.19,946.19,45,122691.23,1173.11,49,0
PQDK54260972360244,2025-01-19 04:23:31,1,3823.4,3823.4,18,67218.01,11249.3,1,0
PQFV64871300025546,2023-07-22 16:08:10,1,1297.4,1297.4,67,84947.24,8555.97,547,1
PQJY57208024104150,2023-12-05 04:17:11,1,2286.71,2286.71,30,123112.04,1798.25,412,1
PQKH79821492413717,2024-02-19 11:33:16,1,459.25,459.25,70,31480.57,17919.23,336,1
PQLG98745736414928,2024-03-03 01:12:42,1,1227.34,1227.34,53,132439.45,1676.12,323,1
PQPM98999275175889,2023-09-18 20:52:17,1,1252.78,1252.78,53,119412.84,10356.89,489,1
PQRG69223385403369,2023-08-25 12:51:44,1,3960.13,3960.13,64,137745.71,9245.85,513,1
PRAZ66448567868926,2024-01-09 18:32:26,1,660.73,660.73,49,115205.85,14999.53,376,1
PRCR43939578476505,2024-07-27 15:58:05,1,4670.04,4670.04,63,143897.19,4647.52,176,1
PRDE77822102179821,2024-09-22 23:41:26,1,4323.71,4323.71,37,127108.0,9905.18,119,1
PRDI12570670779244,2024-07-01 01:06:49,1,3286.04,3286.04,63,66070.34,839.69,203,1
PREN90080047032260,2023-03-19 03:10:49,1,773.0,773.0,31,70620.98,17021.2,673,1
PRFK34670997850616,2023-09-30 03:55:26,1,1831.39,1831.39,55,31759.26,884.59,478,1
PRFR78066154598586,2023-05-21 13:49:49,1,1551.36,1551.36,50,43775.35,18178.1,609,1
PRIF84557618677066,2023-11-22 17:31:58,1,4576.06,4576.06,32,85702.88,11520.22,424,1
PRNW92855162159389,2023-05-10 03:16:38,1,2810.12,2810.12,66,21627.82,9455.83,621,1
PRNZ86237600884474,2024-07-22 16:45:36,1,966.96,966.96,54,76942.88,7255.35,181,1
PROE39037155860264,2023-12-16 23:48:44,1,1409.02,1409.02,43,114220.17,5943.92,400,1
PROQ96753600454579,2023-11-11 08:13:37,1,3881.85,3881.85,24,137866.44,768.96,436,1
PRQC19389990682013,2024-05-16 17:14:22,1,1993.71,1993.71,43,30685.94,258.1616,248,1
PRQJ20475983589477,2024-06-21 14:34:46,1,1181.43,1181.43,47,142672.81,5530.65,212,1
PRSL61337184449029,2023-03-03 07:01:55,1,776.99,776.99,55,46813.62,8254.28,689,1
PRTD76390296408218,2023-04-26 18:40:35,1,4086.08,4086.08,39,108939.95,8874.49,634,1
PRWH57338133073453,2024-01-19 05:07:47,1,3394.04,3394.04,41,81599.16,17595.8,367,1
PSCY06510640707838,2025-01-12 17:31:14,1,3767.69,3767.69,19,22824.63,878.61,7,0
PSNY50843372417490,2024-12-07 12:51:24,1,165.99,165.99,34,68671.88,14150.17,43,0
PSSB32384819500015,2023-03-13 14:55:04,1,2070.14,2070.14,62,136103.19,15367.57,678,1
PSVR32290005905451,2024-07-26 18:08:20,1,395.12,395.12,42,77504.63,6762.65,177,1
PSXT01027190952038,2023-10-09 17:45:48,1,488.57,488.57,40,78119.22,1749.86,468,1
PTFY14990108616479,2024-12-18 13:03:51,1,2732.34,2732.34,39,126361.03,12525.81,32,0
PTOE80927714004640,2024-12-17 04:43:30,1,4247.7,4247.7,41,77984.86,17083.0,34,0
PTPF03859340153641,2024-06-18 14:24:57,1,4083.85,4083.85,63,139117.69,9587.04,215,1
PTQH67781070824089,2023-08-10 18:47:25,1,1315.46,1315.46,56,90374.19,15751.83,528,1
PTSQ44185199683276,2024-10-04 06:42:04,1,3698.76,3698.76,64,64041.34,16272.81,108,1
PTZA06846428734576,2023-02-05 19:41:52,1,2750.57,2750.57,66,127370.32,5175.87,714,1
PUFK14096170998731,2023-09-19 02:03:03,1,3730.29,3730.29,21,104967.28,14188.84,489,1
PUGO96728036719994,2024-10-03 14:50:56,1,2420.1,2420.1,42,126500.9,9414.6,108,1
PUMY94730882403532,2023-12-31 21:25:17,1,4222.92,4222.92,33,132059.02,5726.92,385,1
PUNV96624282376637,2024-12-14 09:05:10,1,51.378,51.378,58,139719.1,4610.44,37,0
PUOJ14420180342068,2023-02-11 10:40:46,1,1919.67,1919.67,24,60422.82,8993.56,709,1
PUUH72830093063386,2023-03-08 04:44:50,1,83.46,83.46,26,124036.49,9952.57,684,1
PVJM72698630133327,2023-12-27 17:52:25,1,3387.53,3387.53,38,42003.73,3869.29,389,1
PVKA14810270364657,2024-09-22 16:21:23,1,461.55,461.55,56,30840.02,2552.67,119,1
PVMJ03816649690282,2023-04-19 11:02:33,1,2529.25,2529.25,24,55175.93,3665.73,642,1
PVNZ59645876694947,2024-06-10 17:11:47,1,4058.43,4058.43,67,89331.59,5616.91,223,1
PVOM41490038502551,2024-02-29 11:28:40,1,776.03,776.03,20,69202.26,17485.44,326,1
PVOX05104730802821,2023-06-12 16:10:33,1,113.89,113.89,24,67738.04,1532.06,587,1
PVTG07004666052261,2024-03-08 13:12:51,1,270.16,270.16,29,90513.13,19225.81,317,1
PWBP13080287852724,2024-08-01 15:35:49,1,112.33,112.33,21,32292.46,3843.63,171,1
PWED73402422241983,2024-12-23 16:26:38,1,3935.04,3935.04,55,38503.76,10716.22,27,0
PWID54642255922719,2024-01-29 04:54:50,1,3861.86,3861.86,22,29239.25,7557.88,357,1
PWJD21638245962239,2023-10-14 10:45:56,1,3311.8,3311.8,35,138705.49,18950.28,464,1
PWLR66626570438833,2024-11-02 18:36:51,1,3304.35,3304.35,56,22804.61,17644.86,78,0
PWOC46733909213701,2023-04-13 01:26:40,1,4314.72,4314.72,63,67638.62,10030.08,648,1
PWVQ19735442524777,2024-12-26 07:33:22,1,1256.77,1256.77,56,135899.27,557.04,25,0
PWXE38586539276871,2023-02-18 11:25:50,1,1668.68,1668.68,25,148589.88799999998,14837.63,702,1
PWYJ56844263333884,2024-08-31 09:50:54,1,799.09,799.09,35,119145.91,13587.14,142,1
PWYM27243814456514,2024-07-12 20:58:12,1,159.81,159.81,25,45906.1,18380.1,191,1
PXET75333565732946,2023-09-11 11:44:26,1,4918.42,4918.42,31,100600.52,4393.74,497,1
PXRA37825371268870,2024-11-13 13:58:19,1,3210.26,3210.26,19,116461.57,13885.14,67,0
PXVA67409126028700,2024-10-08 16:21:04,1,4830.45,4830.45,45,83565.21,14128.7,103,1
PXWN88384916971576,2024-10-24 04:03:17,1,4635.88,4635.88,70,88663.28,1697.88,88,0
PXWZ08231714619953,2023-02-06 17:05:35,1,3801.15,3801.15,63,130453.75,10331.58,713,1
PXXU13605494692085,2024-01-23 11:07:49,1,3606.04,3606.04,42,48211.4,3458.44,363,1
PYBP54853465579220,2024-05-30 17:07:12,1,2699.4,2699.4,52,70691.49,2818.24,234,1
PYCI79554129824922,2024-07-25 05:18:46,1,507.22,507.22,24,119357.68,6627.79,179,1
PYDN19827348131045,2024-05-29 11:15:59,1,4750.45,4750.45,43,73735.54,2160.94,236,1
PYED72836069668844,2023-03-07 19:54:51,1,3147.68,3147.68,18,97934.39,6910.62,684,1
PYGV56392118781626,2024-06-16 06:12:24,1,4462.41,4462.41,53,69264.21,17337.28,218,1
PYHH14546157493251,2024-07-16 06:36:00,1,4846.17,4846.17,23,116981.5,16571.45,188,1
PYIL08830682948170,2024-06-21 00:43:29,1,234.22,234.22,25,141474.86,15695.68,213,1
PYNP40495069251911,2023-05-26 07:55:31,1,3920.42,3920.42,31,100291.65,11680.64,605,1
PYRT88524991960841,2024-07-31 13:42:31,1,4411.81,4411.81,70,79382.91,7126.28,172,1
PYUK78827376309773,2024-12-16 12:48:35,1,2529.91,2529.91,56,110097.35,1485.02,34,0
PZCR69413904080862,2023-03-28 08:36:33,1,2316.93,2316.93,30,74374.43,11475.83,664,1
PZDX46010995872441,2024-09-07 12:54:08,1,262.84,262.84,45,53517.58,6278.57,134,1
PZGB90729485636667,2024-12-08 04:45:55,1,569.12,569.12,46,40982.18,764.26,43,0
PZIJ77134125383410,2024-10-16 03:43:37,1,1363.54,1363.54,27,111239.32,2787.24,96,1
PZLM81429831522910,2024-10-16 00:59:55,1,367.35,367.35,48,128276.94,17156.66,96,1
PZNH52413022867106,2023-05-19 05:27:55,1,2662.01,2662.01,20,26920.39,10034.46,612,1
PZPO45994188368089,2023-08-11 09:29:20,1,2440.77,2440.77,45,71934.81,7367.27,528,1
PZRD95164849779738,2024-09-26 19:32:15,1,4667.19,4667.19,56,93551.59,2908.63,115,1
PZRR51682038528579,2024-02-10 04:42:33,1,503.55,503.55,66,37120.51,7346.31,345,1
PZSM93892529149373,2024-04-22 04:59:09,1,2578.77,2578.77,27,33734.5,9093.5,273,1
QALO95500044415663,2023-04-20 00:18:51,1,1402.48,1402.48,46,69125.02,11088.68,641,1
QALX14120074045156,2024-09-16 13:48:24,1,2814.81,2814.81,48,22720.85,1763.48,125,1
QAMS32894011713037,2023-12-02 02:08:09,1,2844.06,2844.06,59,63650.89,3527.08,415,1
QAPA05102874512022,2024-02-19 03:03:38,1,3731.83,3731.83,19,32285.09,9040.15,336,1
QAPK20344765047158,2024-08-22 15:15:21,1,432.84,432.84,32,108772.53,803.16,150,1
QATZ93715193178449,2023-07-31 02:56:09,1,2991.6,2991.6,57,115518.89,12142.6,539,1
QAZE45940859356535,2024-02-14 09:40:18,1,3627.99,3627.99,27,62865.6,4511.61,341,1
QBAK83269736063017,2025-01-15 18:49:26,1,2883.28,2883.28,50,42007.06,5378.04,4,0
QBDN58456324540536,2024-01-26 17:23:04,1,193.59,193.59,19,102182.06,6068.2,359,1
QBFR73539411737178,2024-04-24 00:22:33,1,4566.46,4566.46,37,60449.75,5614.5,271,1
QBLJ07129899790117,2024-05-25 09:36:33,1,1721.01,1721.01,43,127919.67,7757.52,240,1
QBXW27112218231555,2023-08-18 04:55:14,1,2943.6,2943.6,62,145307.32,10846.85,521,1
QCAM24716569386512,2023-03-24 17:40:56,1,691.14,691.14,50,145231.69,15960.67,667,1
QCAR66704295790354,2024-05-04 20:24:31,1,967.85,967.85,41,143833.36,18756.71,260,1
QCEO73177427894378,2024-01-31 11:31:00,1,1695.5,1695.5,46,29780.1,12961.44,355,1
QCKQ58227935625591,2023-11-18 14:47:50,1,1500.22,1500.22,69,61139.67,19647.9,428,1
QCLS15790894589626,2024-04-25 09:33:04,1,2861.13,2861.13,22,145050.9,1296.67,270,1
QCLX91665517286421,2023-08-06 15:45:41,1,510.95,510.95,32,123221.75,6667.15,532,1
QCPE72433477204844,2023-01-24 05:31:37,1,2230.85,2230.85,56,121616.99,17405.72,727,1
QCTJ21794281793406,2023-08-03 18:56:18,1,4804.09,4804.09,22,102274.0,8020.54,535,1
QCYE00678972671569,2024-02-12 11:51:29,1,3074.33,3074.33,41,33840.63,9713.54,343,1
QDAX94525539625561,2024-12-13 03:31:21,1,4958.134399999999,4958.134399999999,58,124083.66,1013.97,38,0
QDCG53739652729598,2023-04-08 14:07:20,1,1478.71,1478.71,68,58867.09,9348.5,652,1
QDDC71960049021444,2024-03-28 04:56:06,1,2622.19,2622.19,46,148589.88799999998,15397.75,298,1
QDEH05325260011812,2023-09-15 10:41:28,1,778.25,778.25,34,24356.59,12955.17,493,1
QDJT63550193531101,2023-08-06 06:44:55,1,3622.9,3622.9,26,140786.69,14313.12,533,1
QDKY47432995575538,2024-12-17 01:11:18,1,3974.11,3974.11,45,94036.71,19764.5,34,0
QDLV85350629258099,2024-02-02 01:54:33,1,3902.62,3902.62,33,93618.31,13211.68,353,1
QDSM13875955942298,2025-01-15 13:34:44,1,2904.69,2904.69,28,23136.02,9167.56,4,0
QDUV61809809880409,2023-09-26 00:40:23,1,4751.52,4751.52,30,127481.87,16460.54,482,1
