Account_Number,recency_days,frequency,monetary,avg_monetary,customer_age,customer_income,account_balance,cat_share_Clothing,cat_share_Education,cat_share_Electronics,cat_share_Entertainment,cat_share_Fitness,cat_share_Food,cat_share_Grocery,cat_share_Healthcare,cat_share_Housing,cat_share_Savings,cat_share_Shopping,cat_share_Transport,cat_share_Travel,cat_share_Utilities
PGXW22836084937830,243,1,2294.14,2294.14,26,125779.94,8865.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
PHAK39003432926205,378,1,4871.26,4871.26,65,83456.39,9906.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PHCH97298872877130,625,1,2983.87,2983.87,37,86102.43,9810.56,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHCJ39151143678621,190,1,3250.93,3250.93,61,40557.82,1213.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
PHFW51415617312432,703,1,3360.98,3360.98,34,107328.01,8621.88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHHU05597824575983,332,1,2193.31,2193.31,39,41348.78,11180.11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHLM15266559147625,597,1,346.76,346.76,53,64226.36,9272.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
PHQV53751220721598,378,1,4676.86,4676.86,62,60474.32,9919.02,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHRK51281775123959,548,1,596.67,596.67,42,81254.0,5654.27,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHVO41897215406417,15,1,2000.01,2000.01,60,139242.01,12576.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
PHZE72221553250169,204,1,51.378,51.378,26,21273.8512,12740.72,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PICG99145422897434,434,1,4065.19,4065.19,57,73930.59,13866.36,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIDW25313795610077,658,1,2276.86,2276.86,23,109932.95,12833.42,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIJY49649304640060,389,1,3177.11,3177.11,43,138333.08,19781.6228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
PIOO65659070554943,651,1,767.43,767.43,42,60255.01,17217.73,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIPQ11282699345173,466,1,1305.15,1305.15,62,89018.05,19219.96,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIQS56425275317791,518,1,201.83,201.83,42,118236.59,4845.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
PISB66886751857116,45,1,1904.14,1904.14,67,124843.76,2567.17,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PISM12690728079344,600,1,277.42,277.42,52,102944.79,9963.62,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIUZ00743262843237,13,1,4741.32,4741.32,56,68525.09,1674.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PIVS99020385407008,516,1,4835.52,4835.52,24,141390.33,2751.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
PJBA97018325661806,595,1,3814.82,3814.82,69,45617.65,18887.47,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PJBJ33689579672461,607,1,1695.14,1695.14,39,40570.1,2298.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PJEI94178584770239,537,1,3746.06,3746.06,32,21791.37,1594.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
PJGQ26782827598768,630,1,2306.87,2306.87,26,52930.99,17577.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PJKD36365905041737,29,1,2760.48,2760.48,70,54707.4,8711.44,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PJKK27537004102336,708,1,2270.08,2270.08,36,111976.47,8703.81,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PKCZ21018426226441,118,1,3984.79,3984.79,20,77023.11,6981.27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PKEC35317555928974,557,1,3256.33,3256.33,23,54325.03,13472.05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PKEU87209986564224,517,1,1444.65,1444.65,37,124945.49,7293.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PKFT49775655128895,211,1,4100.71,4100.71,40,123153.92,11713.04,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PKGL02469484123222,375,1,4079.85,4079.85,30,27034.53,15264.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PKNS00184293359847,682,1,2213.01,2213.01,35,53980.48,10226.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
PKVE04690743906484,614,1,4823.05,4823.05,30,112740.41,11933.51,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLBS50354513640294,186,1,2955.8,2955.8,26,34195.3,19489.48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLEC00848654255686,171,1,4625.02,4625.02,68,119804.67,17328.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
PLKW03109388829563,421,1,75.94,75.94,58,28986.44,15219.05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLLX78545765309246,629,1,4288.14,4288.14,61,138151.61,3906.51,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLQQ22272485993178,396,1,4838.84,4838.84,33,72087.31,16118.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
PLUF34087056833555,503,1,1562.89,1562.89,54,33673.56,1199.45,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLWG34808013604947,201,1,1332.75,1332.75,35,148589.88799999998,11581.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PMES61171396083892,533,1,4598.85,4598.85,43,116173.44,10330.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PMIR03614544029195,277,1,635.3,635.3,57,100576.14,1800.46,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PMMK42098666450707,174,1,1405.9,1405.9,37,66223.41,1280.75,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PMPX78871308483972,229,1,4550.09,4550.09,48,135011.29,16027.24,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PMWM69692295338619,233,1,1039.75,1039.75,69,55258.72,7363.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
PMWV48618382559143,332,1,649.01,649.01,61,103829.13,17250.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
PNFH03911142817852,239,1,4926.62,4926.62,44,99532.39,3190.48,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNIV35932561837015,0,1,965.0,965.0,69,134655.99,15724.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNLG97900578341080,521,1,2083.06,2083.06,28,45095.94,5276.66,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNNA17829614730748,721,1,888.24,888.24,65,60895.86,13960.97,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNNE08407846401577,508,1,3975.9,3975.9,49,75653.87,10981.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
PNON20901447340433,67,1,665.9,665.9,27,100039.79,13023.81,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNRF51528800496054,51,1,4824.76,4824.76,61,49136.75,13249.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
PNSV68064554421578,575,1,4732.33,4732.33,19,53630.77,19076.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
PNUP80964583744959,107,1,4264.7,4264.7,37,98270.65,9839.94,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POCC09093320762573,431,1,1337.98,1337.98,42,52360.69,8358.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PODQ67308562623924,242,1,4088.12,4088.12,61,24946.17,19229.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
POID65374667856371,475,1,1807.34,1807.34,53,83585.77,18092.37,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POMD96079117292335,73,1,4843.87,4843.87,26,135849.21,3575.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
POPF17887287826500,286,1,4091.77,4091.77,63,25140.23,11442.95,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POWI44332945786740,74,1,1161.01,1161.01,39,25684.53,10909.04,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPAV26049769799872,571,1,834.08,834.08,39,128744.71,15168.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PPGD26881228217819,549,1,955.09,955.09,44,21273.8512,13035.88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPGO48118448789052,397,1,3822.4,3822.4,33,111631.26,9595.28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPGT20244407319718,688,1,4843.78,4843.78,56,53501.0,12821.08,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPHN49335468175579,260,1,3459.11,3459.11,20,21273.8512,821.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
PPLQ85627480661126,729,1,3637.54,3637.54,49,27197.13,5412.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PPVI34030579251733,724,1,3142.26,3142.26,35,51995.61,16859.16,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPYD83753076810248,726,1,2006.53,2006.53,26,120316.97,14494.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
PQBD10470844445325,95,1,2019.37,2019.37,52,37528.14,10914.78,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PQCC69097273285577,621,1,3577.4,3577.4,65,62507.3,3619.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
PQCZ10162198974469,49,1,946.19,946.19,45,122691.23,1173.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
PQDK54260972360244,1,1,3823.4,3823.4,18,67218.01,11249.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
PQFV64871300025546,547,1,1297.4,1297.4,67,84947.24,8555.97,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PQJY57208024104150,412,1,2286.71,2286.71,30,123112.04,1798.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
PQKH79821492413717,336,1,459.25,459.25,70,31480.57,17919.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
PQLG98745736414928,323,1,1227.34,1227.34,53,132439.45,1676.12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PQPM98999275175889,489,1,1252.78,1252.78,53,119412.84,10356.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
PQRG69223385403369,513,1,3960.13,3960.13,64,137745.71,9245.85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRAZ66448567868926,376,1,660.73,660.73,49,115205.85,14999.53,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRCR43939578476505,176,1,4670.04,4670.04,63,143897.19,4647.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
PRDE77822102179821,119,1,4323.71,4323.71,37,127108.0,9905.18,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRDI12570670779244,203,1,3286.04,3286.04,63,66070.34,839.69,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PREN90080047032260,673,1,773.0,773.0,31,70620.98,17021.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
PRFK34670997850616,478,1,1831.39,1831.39,55,31759.26,884.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PRFR78066154598586,609,1,1551.36,1551.36,50,43775.35,18178.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
PRIF84557618677066,424,1,4576.06,4576.06,32,85702.88,11520.22,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRNW92855162159389,621,1,2810.12,2810.12,66,21627.82,9455.83,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRNZ86237600884474,181,1,966.96,966.96,54,76942.88,7255.35,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PROE39037155860264,400,1,1409.02,1409.02,43,114220.17,5943.92,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PROQ96753600454579,436,1,3881.85,3881.85,24,137866.44,768.96,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRQC19389990682013,248,1,1993.71,1993.71,43,30685.94,258.1616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
PRQJ20475983589477,212,1,1181.43,1181.43,47,142672.81,5530.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
PRSL61337184449029,689,1,776.99,776.99,55,46813.62,8254.28,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRTD76390296408218,634,1,4086.08,4086.08,39,108939.95,8874.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
PRWH57338133073453,367,1,3394.04,3394.04,41,81599.16,17595.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PSCY06510640707838,7,1,3767.69,3767.69,19,22824.63,878.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
PSNY50843372417490,43,1,165.99,165.99,34,68671.88,14150.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
PSSB32384819500015,678,1,2070.14,2070.14,62,136103.19,15367.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
PSVR32290005905451,177,1,395.12,395.12,42,77504.63,6762.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PSXT01027190952038,468,1,488.57,488.57,40,78119.22,1749.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
PTFY14990108616479,32,1,2732.34,2732.34,39,126361.03,12525.81,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTOE80927714004640,34,1,4247.7,4247.7,41,77984.86,17083.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTPF03859340153641,215,1,4083.85,4083.85,63,139117.69,9587.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PTQH67781070824089,528,1,1315.46,1315.46,56,90374.19,15751.83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTSQ44185199683276,108,1,3698.76,3698.76,64,64041.34,16272.81,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTZA06846428734576,714,1,2750.57,2750.57,66,127370.32,5175.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PUFK14096170998731,489,1,3730.29,3730.29,21,104967.28,14188.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PUGO96728036719994,108,1,2420.1,2420.1,42,126500.9,9414.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUMY94730882403532,385,1,4222.92,4222.92,33,132059.02,5726.92,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUNV96624282376637,37,1,51.378,51.378,58,139719.1,4610.44,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUOJ14420180342068,709,1,1919.67,1919.67,24,60422.82,8993.56,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUUH72830093063386,684,1,83.46,83.46,26,124036.49,9952.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
PVJM72698630133327,389,1,3387.53,3387.53,38,42003.73,3869.29,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PVKA14810270364657,119,1,461.55,461.55,56,30840.02,2552.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PVMJ03816649690282,642,1,2529.25,2529.25,24,55175.93,3665.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PVNZ59645876694947,223,1,4058.43,4058.43,67,89331.59,5616.91,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PVOM41490038502551,326,1,776.03,776.03,20,69202.26,17485.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PVOX05104730802821,587,1,113.89,113.89,24,67738.04,1532.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PVTG07004666052261,317,1,270.16,270.16,29,90513.13,19225.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PWBP13080287852724,171,1,112.33,112.33,21,32292.46,3843.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
PWED73402422241983,27,1,3935.04,3935.04,55,38503.76,10716.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PWID54642255922719,357,1,3861.86,3861.86,22,29239.25,7557.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
PWJD21638245962239,464,1,3311.8,3311.8,35,138705.49,18950.28,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWLR66626570438833,78,1,3304.35,3304.35,56,22804.61,17644.86,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWOC46733909213701,648,1,4314.72,4314.72,63,67638.62,10030.08,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWVQ19735442524777,25,1,1256.77,1256.77,56,135899.27,557.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
PWXE38586539276871,702,1,1668.68,1668.68,25,148589.88799999998,14837.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
PWYJ56844263333884,142,1,799.09,799.09,35,119145.91,13587.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PWYM27243814456514,191,1,159.81,159.81,25,45906.1,18380.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PXET75333565732946,497,1,4918.42,4918.42,31,100600.52,4393.74,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PXRA37825371268870,67,1,3210.26,3210.26,19,116461.57,13885.14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PXVA67409126028700,103,1,4830.45,4830.45,45,83565.21,14128.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
PXWN88384916971576,88,1,4635.88,4635.88,70,88663.28,1697.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
PXWZ08231714619953,713,1,3801.15,3801.15,63,130453.75,10331.58,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PXXU13605494692085,363,1,3606.04,3606.04,42,48211.4,3458.44,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PYBP54853465579220,234,1,2699.4,2699.4,52,70691.49,2818.24,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PYCI79554129824922,179,1,507.22,507.22,24,119357.68,6627.79,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PYDN19827348131045,236,1,4750.45,4750.45,43,73735.54,2160.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
PYED72836069668844,684,1,3147.68,3147.68,18,97934.39,6910.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
PYGV56392118781626,218,1,4462.41,4462.41,53,69264.21,17337.28,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PYHH14546157493251,188,1,4846.17,4846.17,23,116981.5,16571.45,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PYIL08830682948170,213,1,234.22,234.22,25,141474.86,15695.68,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PYNP40495069251911,605,1,3920.42,3920.42,31,100291.65,11680.64,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PYRT88524991960841,172,1,4411.81,4411.81,70,79382.91,7126.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PYUK78827376309773,34,1,2529.91,2529.91,56,110097.35,1485.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
PZCR69413904080862,664,1,2316.93,2316.93,30,74374.43,11475.83,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PZDX46010995872441,134,1,262.84,262.84,45,53517.58,6278.57,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PZGB90729485636667,43,1,569.12,569.12,46,40982.18,764.26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
