Account_Number,txn_count,total_spend,avg_spend,std_spend,failed_txn_count,online_txn_count,Discount_Applied_mean,Loyalty_Points_Earned_sum,online_txn_ratio,failed_txn_ratio
OBUG07817623255881,1,1251.46,1251.46,,0,0,0.0,445,0.0,0.0
OBWA61693847381063,1,2230.56,2230.56,,0,0,1.0,37,0.0,0.0
OCAQ80354694660490,1,3481.88,3481.88,,0,0,1.0,108,0.0,0.0
OCCZ78875051391841,1,2072.58,2072.58,,0,0,1.0,51,0.0,0.0
OCGR99279354445890,1,2855.34,2855.34,,0,0,1.0,182,0.0,0.0
OCHK93589105482562,1,435.63,435.63,,1,0,0.0,353,0.0,1.0
OCKA06666411065411,1,51.378,51.378,,0,0,1.0,425,0.0,0.0
OCLF39102929501437,1,2175.65,2175.65,,0,0,0.0,44,0.0,0.0
OCLL56239476469145,1,386.93,386.93,,0,0,0.0,63,0.0,0.0
OCNE39252655575768,1,938.59,938.59,,1,0,1.0,248,0.0,1.0
OCVS54063856702071,1,4390.41,4390.41,,0,0,1.0,180,0.0,0.0
OCWJ20357779312404,1,723.54,723.54,,0,0,1.0,15,0.0,0.0
OCZQ99354752112759,1,435.65,435.65,,0,0,0.0,495,0.0,0.0
ODAV89733561308524,1,3114.69,3114.69,,0,0,0.0,160,0.0,0.0
ODED66296682734289,1,517.7,517.7,,0,0,1.0,115,0.0,0.0
ODHL28454705005745,1,3946.44,3946.44,,0,0,0.0,67,0.0,0.0
ODND60881972239964,1,4111.47,4111.47,,0,0,0.0,416,0.0,0.0
ODOD04599920718980,1,1871.09,1871.09,,0,0,1.0,48,0.0,0.0
ODSO25123433536757,1,595.53,595.53,,1,0,1.0,473,0.0,1.0
ODUS84605346574096,1,2096.07,2096.07,,0,0,0.0,81,0.0,0.0
ODWM81098176635215,1,4765.26,4765.26,,1,0,1.0,478,0.0,1.0
OEBI18629319167875,1,2429.26,2429.26,,1,0,0.0,476,0.0,1.0
OECV36615928224963,1,4665.48,4665.48,,0,0,0.0,476,0.0,0.0
OEER83413351390143,1,615.55,615.55,,0,0,1.0,246,0.0,0.0
OEHT67783907516380,1,4860.96,4860.96,,1,0,1.0,430,0.0,1.0
OEUV28160596052671,1,2252.98,2252.98,,0,0,0.0,334,0.0,0.0
OFAY56006420922597,1,923.51,923.51,,0,0,1.0,370,0.0,0.0
OFCP04668708179621,1,193.44,193.44,,0,0,0.0,466,0.0,0.0
OFIO35399875915300,1,4953.13,4953.13,,1,0,1.0,328,0.0,1.0
OFLJ07748816820432,1,2005.8,2005.8,,0,0,1.0,440,0.0,0.0
OFNC08456314796126,1,4958.134399999999,4958.134399999999,,1,0,0.0,437,0.0,1.0
OFOJ35856932874342,1,4687.42,4687.42,,0,0,0.0,300,0.0,0.0
OFZT70345058820244,1,1722.71,1722.71,,1,0,1.0,168,0.0,1.0
OGFQ16291087392219,1,4436.86,4436.86,,1,0,0.0,35,0.0,1.0
OGIO87354145564731,1,3305.06,3305.06,,0,0,1.0,86,0.0,0.0
OGIW60873631493181,1,3566.98,3566.98,,0,0,1.0,362,0.0,0.0
OGTP29617565779906,1,524.23,524.23,,0,0,0.0,274,0.0,0.0
OGUB66248132357071,1,768.43,768.43,,1,0,1.0,350,0.0,1.0
OGUL33964144127579,1,3875.48,3875.48,,0,0,1.0,435,0.0,0.0
OGUO25303158464394,1,4078.3,4078.3,,0,0,0.0,107,0.0,0.0
OHAV95079337731297,1,4127.06,4127.06,,0,0,1.0,299,0.0,0.0
OHFG81545527876260,1,1593.7,1593.7,,0,0,0.0,380,0.0,0.0
OHKS84884021557325,1,821.2,821.2,,0,0,0.0,454,0.0,0.0
OHMK85405919344246,1,2823.02,2823.02,,0,0,0.0,69,0.0,0.0
OHOL53449021666708,1,1900.38,1900.38,,0,0,0.0,12,0.0,0.0
OHRF26068686630709,1,3515.2,3515.2,,0,0,0.0,40,0.0,0.0
OHVT73278195237100,1,4147.88,4147.88,,1,0,0.0,381,0.0,1.0
OIGA62068148499198,1,703.27,703.27,,1,0,1.0,357,0.0,1.0
OIGA68811640343988,1,3231.28,3231.28,,0,0,0.0,359,0.0,0.0
OIIW96539160770040,1,4940.66,4940.66,,0,0,0.0,371,0.0,0.0
OINO43340970555013,1,941.78,941.78,,1,0,1.0,304,0.0,1.0
OIOE67326813615936,1,2936.2,2936.2,,0,0,0.0,367,0.0,0.0
OIPM77537260321450,1,4958.134399999999,4958.134399999999,,0,0,0.0,352,0.0,0.0
OIQO81340951405018,1,3757.97,3757.97,,1,0,1.0,282,0.0,1.0
OISW11767550043753,1,3088.73,3088.73,,1,0,1.0,430,0.0,1.0
OIWB65795515623920,1,2526.37,2526.37,,0,0,0.0,259,0.0,0.0
OIXI24383739007136,1,3046.18,3046.18,,0,0,1.0,444,0.0,0.0
OJAW55037501605570,1,2989.93,2989.93,,0,0,0.0,44,0.0,0.0
OJCN36560450063553,1,1637.59,1637.59,,1,0,0.0,7,0.0,1.0
OJDF60026745861894,1,1739.11,1739.11,,0,0,0.0,295,0.0,0.0
OJFI63104379686800,1,3260.51,3260.51,,0,0,0.0,440,0.0,0.0
OJHA76674001847669,1,3071.76,3071.76,,1,0,0.0,81,0.0,1.0
OJIQ80192763786282,1,1974.37,1974.37,,0,0,0.0,367,0.0,0.0
OJSM46846719471439,1,715.49,715.49,,0,0,0.0,433,0.0,0.0
OKCL37926060823820,1,1545.23,1545.23,,1,0,0.0,261,0.0,1.0
OKMW44390951956630,1,591.49,591.49,,1,0,1.0,205,0.0,1.0
OKOX09741417450115,1,4181.69,4181.69,,0,0,1.0,379,0.0,0.0
OKVC77784251081658,1,80.0,80.0,,0,0,1.0,96,0.0,0.0
OKXG94634315208258,1,1632.72,1632.72,,0,0,0.0,152,0.0,0.0
OKYT14999597703170,1,1377.89,1377.89,,0,0,1.0,137,0.0,0.0
OKZD45183479230578,1,3697.9,3697.9,,0,0,1.0,471,0.0,0.0
OLBJ53282485802576,1,4486.39,4486.39,,0,0,1.0,475,0.0,0.0
OLCD34865796810320,1,4659.56,4659.56,,0,0,0.0,245,0.0,0.0
OLHT36007481335333,1,4867.36,4867.36,,0,0,0.0,358,0.0,0.0
OLKJ67004758701280,1,2612.61,2612.61,,0,0,1.0,247,0.0,0.0
OLLN12340015229040,1,2374.61,2374.61,,0,0,0.0,358,0.0,0.0
OLNC36311596955491,1,4950.85,4950.85,,0,0,1.0,106,0.0,0.0
OLOP77832186733726,1,4398.79,4398.79,,1,0,0.0,489,0.0,1.0
OLOV16954023134268,1,1456.38,1456.38,,1,0,1.0,252,0.0,1.0
OLOZ90323088806094,1,2885.97,2885.97,,0,0,0.0,204,0.0,0.0
OLSF65993878885882,1,652.92,652.92,,1,0,0.0,26,0.0,1.0
OLZY49904951141010,1,100.3,100.3,,0,0,1.0,336,0.0,0.0
OMCX30494841423552,1,1412.45,1412.45,,1,0,1.0,206,0.0,1.0
OMTO50591739301055,1,3396.91,3396.91,,1,0,1.0,25,0.0,1.0
ONCQ68704796668290,1,549.72,549.72,,0,0,1.0,297,0.0,0.0
ONEO45116089589701,1,2262.31,2262.31,,1,0,1.0,382,0.0,1.0
ONIK26587280238656,1,2720.51,2720.51,,0,0,1.0,74,0.0,0.0
ONIM53175959627423,1,4070.02,4070.02,,0,0,0.0,244,0.0,0.0
OOIS78953525853559,1,1509.08,1509.08,,0,0,0.0,119,0.0,0.0
OOJI73535247841715,1,3656.48,3656.48,,1,0,0.0,177,0.0,1.0
OOJS67845273318815,1,1340.38,1340.38,,1,0,1.0,171,0.0,1.0
OOLH35940953324335,1,1424.46,1424.46,,1,0,0.0,82,0.0,1.0
OOLP66271061042030,1,3921.24,3921.24,,0,0,0.0,264,0.0,0.0
OOMR99773951660323,1,2195.08,2195.08,,0,0,0.0,404,0.0,0.0
OONJ23788507904755,1,2067.45,2067.45,,0,0,1.0,230,0.0,0.0
OOOG31680664707038,1,1370.76,1370.76,,1,0,0.0,442,0.0,1.0
OOTJ62072662925081,1,3901.68,3901.68,,1,0,0.0,158,0.0,1.0
OOVN00643459731730,1,3069.8,3069.8,,0,0,0.0,134,0.0,0.0
OPNF60949274537956,1,1861.74,1861.74,,1,0,1.0,130,0.0,1.0
OPNX19202976377555,1,2705.22,2705.22,,0,0,1.0,9,0.0,0.0
OPOH11025375933585,1,4283.66,4283.66,,1,0,0.0,287,0.0,1.0
OPQW17322657114187,1,150.44,150.44,,0,0,1.0,440,0.0,0.0
OPVB56461607626438,1,833.78,833.78,,0,0,1.0,489,0.0,0.0
OPWB67368205068212,1,4407.67,4407.67,,0,0,1.0,154,0.0,0.0
OPWF91084507860435,1,204.1,204.1,,1,0,0.0,480,0.0,1.0
OQGO15104136777679,1,2861.94,2861.94,,0,0,0.0,204,0.0,0.0
OQII90230771465028,1,1117.42,1117.42,,1,0,1.0,279,0.0,1.0
OQKM41354741685573,1,470.68,470.68,,0,0,0.0,85,0.0,0.0
OQSF65401624295553,1,1940.52,1940.52,,0,0,0.0,173,0.0,0.0
OQUZ57436425424702,1,133.55,133.55,,1,0,0.0,90,0.0,1.0
OQZL90951980959905,1,381.62,381.62,,1,0,1.0,41,0.0,1.0
ORNN07644207077135,1,4438.16,4438.16,,1,0,1.0,268,0.0,1.0
ORPL70302930112501,1,2685.18,2685.18,,0,0,0.0,464,0.0,0.0
ORSI89634067917665,1,257.69,257.69,,1,0,1.0,365,0.0,1.0
ORSM10536074339899,1,4716.95,4716.95,,0,0,0.0,23,0.0,0.0
ORTK37701249316459,1,1451.91,1451.91,,0,0,0.0,437,0.0,0.0
ORWN71265728182912,1,879.45,879.45,,1,0,0.0,449,0.0,1.0
ORYM90361843968229,1,1167.21,1167.21,,0,0,1.0,87,0.0,0.0
ORZN21634844305344,1,1746.8,1746.8,,1,0,1.0,441,0.0,1.0
OSCV08779808745634,1,363.37,363.37,,0,0,1.0,153,0.0,0.0
OSKM78587661217744,1,1302.21,1302.21,,0,0,1.0,481,0.0,0.0
OSSP93483294807426,1,433.31,433.31,,0,0,0.0,106,0.0,0.0
OTCI07712806199074,1,2030.06,2030.06,,0,0,1.0,469,0.0,0.0
OTER06396824817297,1,2114.09,2114.09,,0,0,0.0,236,0.0,0.0
OTFL60413482084931,1,4289.38,4289.38,,0,0,1.0,227,0.0,0.0
OTHX27986239847169,1,2112.3,2112.3,,0,0,1.0,380,0.0,0.0
OTJC45509733309870,1,3359.81,3359.81,,0,0,1.0,179,0.0,0.0
OTPH67898801962231,1,562.19,562.19,,0,0,0.0,138,0.0,0.0
OTTG89594589225174,1,671.9,671.9,,0,0,1.0,395,0.0,0.0
OTVA54116691153405,1,464.07,464.07,,1,0,1.0,306,0.0,1.0
OUBJ55300173141272,1,4927.51,4927.51,,1,0,0.0,263,0.0,1.0
OUCS58807327146355,1,2336.16,2336.16,,0,0,1.0,187,0.0,0.0
OUEY66023515850153,1,796.1,796.1,,0,0,0.0,89,0.0,0.0
OUNG06585827654699,1,3469.84,3469.84,,0,0,0.0,435,0.0,0.0
OUON25384766919530,1,558.74,558.74,,0,0,0.0,306,0.0,0.0
OVEQ31018508808756,1,2748.43,2748.43,,0,0,1.0,331,0.0,0.0
OVIU22441753967753,1,667.92,667.92,,1,0,0.0,249,0.0,1.0
OVKA53083360146715,1,172.88,172.88,,1,0,0.0,210,0.0,1.0
OVWH97181905974689,1,1867.18,1867.18,,0,0,1.0,81,0.0,0.0
OVXV80868476259967,1,898.44,898.44,,0,0,1.0,300,0.0,0.0
OWDH71534278932873,1,2080.08,2080.08,,0,0,0.0,166,0.0,0.0
OWJE46847325506529,1,4742.86,4742.86,,0,0,0.0,51,0.0,0.0
OWSC81433697575546,1,1462.78,1462.78,,0,0,0.0,78,0.0,0.0
OWSE82629016515995,1,64.2,64.2,,0,0,1.0,103,0.0,0.0
OWSO30294069572520,1,162.69,162.69,,0,0,0.0,287,0.0,0.0
OWTU39381240147669,1,3918.46,3918.46,,1,0,1.0,332,0.0,1.0
OWVX70619878018716,1,1380.25,1380.25,,1,0,0.0,4,0.0,1.0
OWWJ29003916102811,1,1401.75,1401.75,,0,0,0.0,265,0.0,0.0
OWXL37644512562220,1,1061.03,1061.03,,0,0,1.0,72,0.0,0.0
OWYS75221780667748,1,4728.85,4728.85,,1,0,0.0,40,0.0,1.0
OXBT78525399138541,1,4440.43,4440.43,,0,0,1.0,345,0.0,0.0
OXEO90833509025425,1,3046.81,3046.81,,0,0,1.0,365,0.0,0.0
OXGR65437011269928,1,4522.96,4522.96,,0,0,1.0,234,0.0,0.0
OXGS52736741304504,1,1439.5,1439.5,,0,0,1.0,235,0.0,0.0
OXJF38086919180981,1,1716.64,1716.64,,1,0,0.0,434,0.0,1.0
OXJR69784879896319,1,316.1,316.1,,0,0,1.0,221,0.0,0.0
OXKE29648421092225,1,1079.65,1079.65,,0,0,1.0,206,0.0,0.0
OXLO86607025076660,1,3508.99,3508.99,,0,0,0.0,52,0.0,0.0
OXMK09163975057921,1,2558.97,2558.97,,0,0,1.0,263,0.0,0.0
OXPB96422563851603,1,1832.26,1832.26,,0,0,0.0,115,0.0,0.0
OXRA47994126428879,1,2221.65,2221.65,,0,0,1.0,411,0.0,0.0
OXSO89124883971705,1,148.36,148.36,,0,0,0.0,370,0.0,0.0
OXST84605867949638,1,1384.86,1384.86,,0,0,1.0,422,0.0,0.0
OXWL41579614282342,1,96.85,96.85,,0,0,0.0,125,0.0,0.0
OXYD43648936175908,1,2774.83,2774.83,,0,0,0.0,310,0.0,0.0
OXYD77546199240658,1,2822.03,2822.03,,1,0,1.0,379,0.0,1.0
OYBU24552674693443,1,257.35,257.35,,0,0,0.0,137,0.0,0.0
OYDM19546723904418,1,2212.09,2212.09,,1,0,0.0,413,0.0,1.0
OYHN05110353583995,1,2605.29,2605.29,,0,0,1.0,197,0.0,0.0
OYOM96939110989839,1,4931.46,4931.46,,1,0,1.0,135,0.0,1.0
OYPF50842324234800,1,2124.42,2124.42,,1,0,1.0,95,0.0,1.0
OYSW23410242505963,1,1428.92,1428.92,,1,0,1.0,194,0.0,1.0
OYTB67015120039344,1,4496.14,4496.14,,0,0,1.0,324,0.0,0.0
OYUG11601240360360,1,2203.72,2203.72,,0,0,1.0,285,0.0,0.0
OYVL70815180778336,1,1107.84,1107.84,,1,0,0.0,152,0.0,1.0
OYZJ81268179300805,1,816.66,816.66,,1,0,1.0,486,0.0,1.0
OZET16169349617464,1,1297.0,1297.0,,0,0,1.0,190,0.0,0.0
OZLT70119080479490,1,2027.31,2027.31,,0,0,1.0,174,0.0,0.0
OZLY40364882159773,1,2461.17,2461.17,,0,0,1.0,140,0.0,0.0
OZPJ41662145984847,1,4208.49,4208.49,,0,0,1.0,144,0.0,0.0
OZPR80936766177200,1,4336.31,4336.31,,1,0,1.0,181,0.0,1.0
OZWU94923151108178,1,4958.134399999999,4958.134399999999,,1,0,1.0,284,0.0,1.0
PAGD80533962746662,1,3322.87,3322.87,,0,0,1.0,154,0.0,0.0
PAOU45991530445002,1,2270.95,2270.95,,1,0,1.0,329,0.0,1.0
PAPD58796474080314,1,4379.89,4379.89,,1,0,1.0,287,0.0,1.0
PAQA53828981223965,1,217.55,217.55,,0,0,0.0,416,0.0,0.0
PASQ16688130384691,1,2893.66,2893.66,,0,0,1.0,457,0.0,0.0
PASY14428845831604,1,1404.57,1404.57,,0,0,1.0,213,0.0,0.0
PAUA15919770744347,1,2107.98,2107.98,,0,0,1.0,184,0.0,0.0
PAVB00822205322089,1,4233.29,4233.29,,0,0,1.0,201,0.0,0.0
PAVO21850822616340,1,224.04,224.04,,1,0,0.0,80,0.0,1.0
PAYK74205008000182,1,284.91,284.91,,0,0,0.0,345,0.0,0.0
PBAH43743256740536,1,827.46,827.46,,1,0,0.0,153,0.0,1.0
PBFH18967201295903,1,2853.56,2853.56,,0,0,1.0,363,0.0,0.0
PBGR34103111557701,1,3672.66,3672.66,,0,0,1.0,147,0.0,0.0
PBKN82092257090016,1,1249.75,1249.75,,0,0,1.0,482,0.0,0.0
PBQN70090043655158,1,3589.47,3589.47,,0,0,1.0,110,0.0,0.0
PBTF01991843113266,1,1812.09,1812.09,,0,0,0.0,56,0.0,0.0
PBUS14871929083382,1,656.8,656.8,,0,0,0.0,183,0.0,0.0
PBXZ09646146994838,1,4590.57,4590.57,,0,0,1.0,237,0.0,0.0
PBYN98329240116280,1,620.56,620.56,,0,0,1.0,474,0.0,0.0
PCID42642930646143,1,1956.7,1956.7,,1,0,1.0,74,0.0,1.0
PCJN95093555570200,1,4050.03,4050.03,,0,0,0.0,316,0.0,0.0
PCKL98354116597263,1,3139.09,3139.09,,0,0,0.0,115,0.0,0.0
PCON85384994084772,1,4958.134399999999,4958.134399999999,,1,0,0.0,30,0.0,1.0
PCPO15564896432246,1,1767.73,1767.73,,0,0,0.0,186,0.0,0.0
PCQB36313479219032,1,4779.64,4779.64,,0,0,1.0,139,0.0,0.0
PCSL35307721871634,1,1269.29,1269.29,,1,0,1.0,181,0.0,1.0
PCTF14967914638664,1,4124.33,4124.33,,0,0,1.0,462,0.0,0.0
PCVB30275960889586,1,826.05,826.05,,0,0,1.0,43,0.0,0.0
PCWE91842519561765,1,770.16,770.16,,0,0,1.0,91,0.0,0.0
PCWL87544963242466,1,2490.26,2490.26,,1,0,1.0,427,0.0,1.0
PDFF27643387220542,1,3038.2,3038.2,,1,0,1.0,242,0.0,1.0
PDKX00748838268201,1,1096.13,1096.13,,1,0,1.0,22,0.0,1.0
PDNJ91916369507259,1,1020.67,1020.67,,1,0,0.0,280,0.0,1.0
PDSF81707443602344,1,1657.3,1657.3,,0,0,0.0,175,0.0,0.0
PDVD52231284152776,1,584.39,584.39,,1,0,0.0,134,0.0,1.0
PDVR23532773765547,1,802.7,802.7,,0,0,1.0,231,0.0,0.0
PEDC83185175309720,1,1737.17,1737.17,,0,0,1.0,280,0.0,0.0
PEEB50116002684967,1,4875.03,4875.03,,0,0,1.0,95,0.0,0.0
PEEZ31526057948157,1,1144.95,1144.95,,0,0,1.0,372,0.0,0.0
PEFH72074197537006,1,1575.95,1575.95,,1,0,1.0,301,0.0,1.0
PEVK18833895349102,1,2217.59,2217.59,,0,0,0.0,17,0.0,0.0
PEVP65314513417005,1,399.24,399.24,,0,0,1.0,377,0.0,0.0
PEWC92283491430921,1,2762.64,2762.64,,1,0,0.0,491,0.0,1.0
PFBK29177508639277,1,3059.47,3059.47,,0,0,1.0,340,0.0,0.0
PFDU39830200565723,1,1836.12,1836.12,,0,0,0.0,112,0.0,0.0
PFLD78637673162526,1,3251.17,3251.17,,0,0,1.0,288,0.0,0.0
PFRZ98683212086149,1,3545.16,3545.16,,0,0,1.0,371,0.0,0.0
PFSN82288542734497,1,1987.99,1987.99,,1,0,0.0,475,0.0,1.0
PFTX40993751376848,1,3389.29,3389.29,,1,0,1.0,290,0.0,1.0
PGAO11025296573873,1,2376.98,2376.98,,1,0,1.0,75,0.0,1.0
PGBS64969277119529,1,3807.34,3807.34,,0,0,0.0,14,0.0,0.0
PGER42487298020291,1,2941.68,2941.68,,1,0,1.0,352,0.0,1.0
PGKX07810728394764,1,3519.27,3519.27,,0,0,1.0,241,0.0,0.0
PGQC90347317510295,1,2674.45,2674.45,,0,0,0.0,432,0.0,0.0
PGTR21255887740503,1,151.63,151.63,,0,0,1.0,481,0.0,0.0
PGUA38200003901108,1,3293.16,3293.16,,0,0,0.0,124,0.0,0.0
PGUF17503619202599,1,1576.01,1576.01,,0,0,1.0,30,0.0,0.0
PGVZ04997805501443,1,4344.42,4344.42,,0,0,1.0,58,0.0,0.0
PGWX53868281597800,1,1592.71,1592.71,,1,0,0.0,89,0.0,1.0
PGXW22836084937830,1,2294.14,2294.14,,0,0,1.0,157,0.0,0.0
PHAK39003432926205,1,4871.26,4871.26,,0,0,1.0,28,0.0,0.0
PHCH97298872877130,1,2983.87,2983.87,,0,0,1.0,187,0.0,0.0
PHCJ39151143678621,1,3250.93,3250.93,,0,0,1.0,330,0.0,0.0
PHFW51415617312432,1,3360.98,3360.98,,0,0,0.0,391,0.0,0.0
PHHU05597824575983,1,2193.31,2193.31,,1,0,1.0,186,0.0,1.0
PHLM15266559147625,1,346.76,346.76,,0,0,1.0,177,0.0,0.0
PHQV53751220721598,1,4676.86,4676.86,,0,0,0.0,400,0.0,0.0
PHRK51281775123959,1,596.67,596.67,,1,0,1.0,440,0.0,1.0
PHVO41897215406417,1,2000.01,2000.01,,0,0,1.0,151,0.0,0.0
PHZE72221553250169,1,51.378,51.378,,0,0,1.0,327,0.0,0.0
PICG99145422897434,1,4065.19,4065.19,,0,0,1.0,207,0.0,0.0
PIDW25313795610077,1,2276.86,2276.86,,0,0,0.0,323,0.0,0.0
PIJY49649304640060,1,3177.11,3177.11,,0,0,1.0,18,0.0,0.0
PIOO65659070554943,1,767.43,767.43,,0,0,0.0,26,0.0,0.0
PIPQ11282699345173,1,1305.15,1305.15,,1,0,0.0,327,0.0,1.0
PIQS56425275317791,1,201.83,201.83,,0,0,1.0,443,0.0,0.0
PISB66886751857116,1,1904.14,1904.14,,0,0,1.0,483,0.0,0.0
PISM12690728079344,1,277.42,277.42,,0,0,0.0,479,0.0,0.0
PIUZ00743262843237,1,4741.32,4741.32,,1,0,0.0,278,0.0,1.0
PIVS99020385407008,1,4835.52,4835.52,,0,0,0.0,212,0.0,0.0
PJBA97018325661806,1,3814.82,3814.82,,0,0,1.0,70,0.0,0.0
PJBJ33689579672461,1,1695.14,1695.14,,0,0,1.0,92,0.0,0.0
PJEI94178584770239,1,3746.06,3746.06,,0,0,0.0,122,0.0,0.0
PJGQ26782827598768,1,2306.87,2306.87,,1,0,1.0,236,0.0,1.0
PJKD36365905041737,1,2760.48,2760.48,,1,0,0.0,196,0.0,1.0
PJKK27537004102336,1,2270.08,2270.08,,1,0,0.0,197,0.0,1.0
PKCZ21018426226441,1,3984.79,3984.79,,0,0,1.0,89,0.0,0.0
PKEC35317555928974,1,3256.33,3256.33,,0,0,1.0,418,0.0,0.0
PKEU87209986564224,1,1444.65,1444.65,,1,0,0.0,410,0.0,1.0
PKFT49775655128895,1,4100.71,4100.71,,0,0,0.0,343,0.0,0.0
PKGL02469484123222,1,4079.85,4079.85,,0,0,0.0,339,0.0,0.0
PKNS00184293359847,1,2213.01,2213.01,,1,0,1.0,363,0.0,1.0
PKVE04690743906484,1,4823.05,4823.05,,1,0,0.0,414,0.0,1.0
PLBS50354513640294,1,2955.8,2955.8,,0,0,1.0,277,0.0,0.0
PLEC00848654255686,1,4625.02,4625.02,,0,0,1.0,96,0.0,0.0
PLKW03109388829563,1,75.94,75.94,,0,0,1.0,161,0.0,0.0
PLLX78545765309246,1,4288.14,4288.14,,1,0,0.0,481,0.0,1.0
PLQQ22272485993178,1,4838.84,4838.84,,0,0,0.0,279,0.0,0.0
PLUF34087056833555,1,1562.89,1562.89,,0,0,1.0,189,0.0,0.0
PLWG34808013604947,1,1332.75,1332.75,,0,0,0.0,230,0.0,0.0
PMES61171396083892,1,4598.85,4598.85,,1,0,0.0,198,0.0,1.0
PMIR03614544029195,1,635.3,635.3,,0,0,0.0,37,0.0,0.0
PMMK42098666450707,1,1405.9,1405.9,,0,0,1.0,50,0.0,0.0
PMPX78871308483972,1,4550.09,4550.09,,0,0,0.0,419,0.0,0.0
PMWM69692295338619,1,1039.75,1039.75,,1,0,0.0,245,0.0,1.0
PMWV48618382559143,1,649.01,649.01,,0,0,0.0,246,0.0,0.0
PNFH03911142817852,1,4926.62,4926.62,,1,0,1.0,19,0.0,1.0
PNIV35932561837015,1,965.0,965.0,,1,0,0.0,218,0.0,1.0
PNLG97900578341080,1,2083.06,2083.06,,0,0,1.0,471,0.0,0.0
PNNA17829614730748,1,888.24,888.24,,1,0,1.0,275,0.0,1.0
PNNE08407846401577,1,3975.9,3975.9,,0,0,1.0,354,0.0,0.0
PNON20901447340433,1,665.9,665.9,,0,0,0.0,358,0.0,0.0
PNRF51528800496054,1,4824.76,4824.76,,0,0,0.0,204,0.0,0.0
PNSV68064554421578,1,4732.33,4732.33,,0,0,0.0,50,0.0,0.0
PNUP80964583744959,1,4264.7,4264.7,,0,0,1.0,266,0.0,0.0
POCC09093320762573,1,1337.98,1337.98,,1,0,0.0,320,0.0,1.0
PODQ67308562623924,1,4088.12,4088.12,,0,0,0.0,348,0.0,0.0
POID65374667856371,1,1807.34,1807.34,,0,0,1.0,466,0.0,0.0
POMD96079117292335,1,4843.87,4843.87,,1,0,0.0,391,0.0,1.0
POPF17887287826500,1,4091.77,4091.77,,0,0,0.0,475,0.0,0.0
POWI44332945786740,1,1161.01,1161.01,,0,0,0.0,328,0.0,0.0
PPAV26049769799872,1,834.08,834.08,,1,0,0.0,494,0.0,1.0
PPGD26881228217819,1,955.09,955.09,,1,0,1.0,317,0.0,1.0
PPGO48118448789052,1,3822.4,3822.4,,1,0,0.0,301,0.0,1.0
PPGT20244407319718,1,4843.78,4843.78,,0,0,1.0,168,0.0,0.0
PPHN49335468175579,1,3459.11,3459.11,,1,0,1.0,336,0.0,1.0
PPLQ85627480661126,1,3637.54,3637.54,,0,0,0.0,313,0.0,0.0
PPVI34030579251733,1,3142.26,3142.26,,1,0,0.0,119,0.0,1.0
PPYD83753076810248,1,2006.53,2006.53,,0,0,1.0,427,0.0,0.0
PQBD10470844445325,1,2019.37,2019.37,,0,0,0.0,136,0.0,0.0
PQCC69097273285577,1,3577.4,3577.4,,0,0,0.0,240,0.0,0.0
PQCZ10162198974469,1,946.19,946.19,,0,0,1.0,494,0.0,0.0
PQDK54260972360244,1,3823.4,3823.4,,0,0,1.0,438,0.0,0.0
PQFV64871300025546,1,1297.4,1297.4,,1,0,0.0,8,0.0,1.0
PQJY57208024104150,1,2286.71,2286.71,,0,0,1.0,205,0.0,0.0
PQKH79821492413717,1,459.25,459.25,,0,0,0.0,133,0.0,0.0
PQLG98745736414928,1,1227.34,1227.34,,0,0,1.0,434,0.0,0.0
PQPM98999275175889,1,1252.78,1252.78,,0,0,1.0,296,0.0,0.0
PQRG69223385403369,1,3960.13,3960.13,,0,0,1.0,475,0.0,0.0
PRAZ66448567868926,1,660.73,660.73,,0,0,1.0,8,0.0,0.0
PRCR43939578476505,1,4670.04,4670.04,,0,0,0.0,146,0.0,0.0
PRDE77822102179821,1,4323.71,4323.71,,0,0,1.0,442,0.0,0.0
PRDI12570670779244,1,3286.04,3286.04,,1,0,0.0,126,0.0,1.0
PREN90080047032260,1,773.0,773.0,,1,0,0.0,13,0.0,1.0
PRFK34670997850616,1,1831.39,1831.39,,0,0,1.0,432,0.0,0.0
PRFR78066154598586,1,1551.36,1551.36,,0,0,0.0,219,0.0,0.0
PRIF84557618677066,1,4576.06,4576.06,,1,0,1.0,448,0.0,1.0
PRNW92855162159389,1,2810.12,2810.12,,0,0,0.0,385,0.0,0.0
PRNZ86237600884474,1,966.96,966.96,,0,0,0.0,64,0.0,0.0
PROE39037155860264,1,1409.02,1409.02,,1,0,0.0,165,0.0,1.0
PROQ96753600454579,1,3881.85,3881.85,,0,0,1.0,245,0.0,0.0
PRQC19389990682013,1,1993.71,1993.71,,0,0,1.0,376,0.0,0.0
PRQJ20475983589477,1,1181.43,1181.43,,1,0,0.0,250,0.0,1.0
PRSL61337184449029,1,776.99,776.99,,1,0,0.0,342,0.0,1.0
PRTD76390296408218,1,4086.08,4086.08,,0,0,1.0,289,0.0,0.0
PRWH57338133073453,1,3394.04,3394.04,,1,0,1.0,396,0.0,1.0
PSCY06510640707838,1,3767.69,3767.69,,1,0,0.0,72,0.0,1.0
PSNY50843372417490,1,165.99,165.99,,0,0,0.0,278,0.0,0.0
PSSB32384819500015,1,2070.14,2070.14,,0,0,0.0,189,0.0,0.0
PSVR32290005905451,1,395.12,395.12,,0,0,0.0,85,0.0,0.0
