Account_Number,last_txn_date,frequency,monetary,avg_monetary,customer_age,customer_income,account_balance,recency_days,txn_count,total_spend,avg_spend,std_spend,failed_txn_count,online_txn_count,Discount_Applied_mean,Loyalty_Points_Earned_sum,online_txn_ratio,failed_txn_ratio,loan_amount,loan_term,loan_purpose,risk_score,default_flag
KKMY60847068103903,2023-02-12 05:48:23,1,359.61,359.61,26,85598.92,16503.13,708,1,359.61,359.61,,0,0,1.0,163,0.0,0.0,537510,48,Vehicle,0.05137752328362903,0
KKQC32613542701823,2024-08-04 14:31:58,1,2467.94,2467.94,25,43883.18,11663.04,168,1,2467.94,2467.94,,0,0,1.0,368,0.0,0.0,2210682,36,Education,0.4291889364307274,0
KKRK79925234021199,2023-11-14 12:27:01,1,1896.5,1896.5,69,136699.03,4630.53,432,1,1896.5,1896.5,,0,0,1.0,18,0.0,0.0,1650946,48,Education,0.10105274999062956,0
KKVR50959145049723,2024-06-19 14:52:07,1,3835.96,3835.96,53,47950.24,17119.29,214,1,3835.96,3835.96,,1,0,0.0,478,0.0,1.0,1723879,36,Education,0.3098831404858948,0
KKWA17272797328290,2023-07-10 19:43:58,1,3975.51,3975.51,59,112118.96,16556.96,559,1,3975.51,3975.51,,0,0,1.0,162,0.0,0.0,1830752,36,Vehicle,0.13747812068551368,0
KKWU41793943149142,2023-05-02 07:48:09,1,2209.22,2209.22,49,90940.68,6707.47,629,1,2209.22,2209.22,,0,0,1.0,347,0.0,0.0,1968596,60,Vehicle,0.18304476369839429,0
KLDG13843661135888,2024-02-11 01:40:13,1,4958.134399999999,4958.134399999999,27,80386.31,4631.63,344,1,4958.134399999999,4958.134399999999,,0,0,0.0,94,0.0,0.0,924772,24,Education,0.0961417092928757,0
KLEN15107055705295,2024-03-26 23:07:38,1,2718.79,2718.79,45,108298.18,2038.6,299,1,2718.79,2718.79,,1,0,0.0,447,0.0,1.0,191214,24,Personal,0.016988295303280835,0
KLFF95094436048848,2023-05-13 21:40:07,1,3609.19,3609.19,37,146046.96,2812.0,617,1,3609.19,3609.19,,0,0,0.0,231,0.0,0.0,1671219,36,Home,0.0956189934090329,0
KLGX23415959775244,2023-05-19 23:02:37,1,4159.17,4159.17,24,88848.85,16027.71,611,1,4159.17,4159.17,,0,0,0.0,383,0.0,0.0,453082,24,Vehicle,0.04126809520667053,0
KLPW86859222200659,2023-07-16 10:01:32,1,4826.81,4826.81,47,130772.88,10659.69,554,1,4826.81,4826.81,,0,0,0.0,310,0.0,0.0,251139,12,Personal,0.014030627707678205,0
KLQU97990359717717,2023-06-03 08:55:15,1,4226.55,4226.55,55,77247.31,10106.91,597,1,4226.55,4226.55,,1,0,0.0,165,0.0,1.0,1078494,36,Vehicle,0.12148080070052315,0
KLSH50276749064122,2024-01-23 07:07:07,1,3636.77,3636.77,41,80754.48,6110.61,363,1,3636.77,3636.77,,0,0,0.0,245,0.0,0.0,1071318,24,Education,0.11124044682427478,0
KLSM70716944814400,2024-11-14 02:19:27,1,4598.58,4598.58,30,70825.98,11298.22,67,1,4598.58,4598.58,,1,0,1.0,369,0.0,1.0,1549698,12,Personal,0.18823245176881992,0
KLYS65211778002810,2023-06-11 06:44:56,1,2971.42,2971.42,24,117682.84,4049.66,589,1,2971.42,2971.42,,0,0,1.0,104,0.0,0.0,1257786,60,Business,0.08914929677767801,0
KLZI69033693105719,2024-10-11 22:31:38,1,3678.09,3678.09,53,124506.52,19764.98,100,1,3678.09,3678.09,,0,0,0.0,267,0.0,0.0,142601,24,Home,0.007389752126111718,0
KMDP58344173098181,2024-03-29 10:01:22,1,2692.18,2692.18,24,76174.23,13384.99,297,1,2692.18,2692.18,,1,0,1.0,345,0.0,1.0,679085,12,Home,0.07824177697168111,0
KMEK75042246406948,2024-09-22 18:57:47,1,4686.11,4686.11,60,113166.38,12066.29,119,1,4686.11,4686.11,,0,0,0.0,337,0.0,0.0,2009925,48,Vehicle,0.1497484807033631,0
KMEW41951786318927,2023-04-24 22:23:28,1,4012.49,4012.49,35,108727.17,9617.15,636,1,4012.49,4012.49,,1,0,0.0,391,0.0,1.0,1568087,48,Home,0.12542798181156561,1
KMOY59818632433508,2024-02-18 23:51:34,1,943.01,943.01,68,60208.58,9696.15,336,1,943.01,943.01,,1,0,0.0,383,0.0,1.0,1759375,12,Business,0.252222600098439,0
KMRV20727999949940,2024-10-21 01:08:17,1,3194.93,3194.93,42,89295.03,9695.72,91,1,3194.93,3194.93,,1,0,0.0,433,0.0,1.0,2063321,36,Personal,0.19983557011671577,0
KNEI39587395923234,2024-09-02 07:46:08,1,3424.65,3424.65,18,35079.16,2991.95,140,1,3424.65,3424.65,,0,0,1.0,227,0.0,0.0,1927541,36,Personal,0.46835617159349247,1
KNLV29060320203265,2023-11-01 08:39:19,1,1981.18,1981.18,64,79471.95,15097.92,446,1,1981.18,1981.18,,1,0,0.0,282,0.0,1.0,653103,24,Education,0.07227125344362789,0
KNPU56965420958227,2023-07-31 12:39:58,1,3564.61,3564.61,63,134679.82,3078.81,538,1,3564.61,3564.61,,0,0,1.0,400,0.0,0.0,89279,48,Personal,0.0032563544759956183,0
KNQT91085877707501,2024-05-15 12:02:58,1,2108.41,2108.41,47,66098.78,5094.39,250,1,2108.41,2108.41,,0,0,0.0,364,0.0,0.0,421931,36,Vehicle,0.05226786162024852,0
KNTJ20184457661629,2023-05-08 17:04:15,1,1526.77,1526.77,22,109132.06,7731.41,622,1,1526.77,1526.77,,1,0,1.0,266,0.0,1.0,2039968,36,Business,0.16201641510829584,1
KNUG69301000908993,2023-06-14 14:31:27,1,1696.88,1696.88,60,132689.43,3902.44,585,1,1696.88,1696.88,,0,0,0.0,261,0.0,0.0,2295854,48,Education,0.1458217497007558,0
KNVQ37200451655915,2024-04-14 16:58:58,1,3636.76,3636.76,27,108052.78,5174.06,280,1,3636.76,3636.76,,0,0,1.0,304,0.0,0.0,1159639,60,Vehicle,0.08952812248483064,1
KNWT83649509262897,2023-01-30 19:09:24,1,181.42,181.42,41,108741.97,17707.48,720,1,181.42,181.42,,0,0,1.0,44,0.0,0.0,1352887,36,Vehicle,0.10417147373689165,0
KNZM58833987411325,2023-04-26 09:33:26,1,3047.61,3047.61,37,24877.49,5289.9,635,1,3047.61,3047.61,,0,0,1.0,66,0.0,0.0,1789080,12,Vehicle,0.6137192380656872,0
KOCY12181679323539,2024-05-08 22:12:50,1,178.82,178.82,21,84769.82,16793.09,256,1,178.82,178.82,,0,0,1.0,416,0.0,0.0,495377,24,Home,0.047645272502754646,0
KOIW91671656709866,2024-05-10 02:51:37,1,2324.07,2324.07,23,27380.32,15345.1,255,1,2324.07,2324.07,,0,0,0.0,29,0.0,0.0,1588510,36,Vehicle,0.49463923293046613,1
KOSW19711121259020,2024-03-26 23:45:31,1,3683.67,3683.67,29,100985.12,14940.54,299,1,3683.67,3683.67,,1,0,1.0,292,0.0,1.0,1307008,36,Home,0.11275059602030461,1
KOZK25637448455576,2023-11-01 05:34:50,1,2814.12,2814.12,55,94314.39,9580.74,446,1,2814.12,2814.12,,0,0,1.0,212,0.0,0.0,2329203,60,Personal,0.2091692035980246,0
KPEJ89566546439899,2023-11-03 07:30:54,1,3091.73,3091.73,24,142204.38,10564.63,444,1,3091.73,3091.73,,1,0,1.0,182,0.0,1.0,993693,12,Home,0.06173102491787743,0
KPGY78315975729273,2024-11-05 13:28:15,1,2479.17,2479.17,34,44653.33,2208.45,75,1,2479.17,2479.17,,0,0,0.0,19,0.0,0.0,1551352,24,Vehicle,0.29452392223350565,0
KPUU39405980260294,2024-11-30 16:48:45,1,2450.75,2450.75,22,88176.73,16766.94,50,1,2450.75,2450.75,,0,0,1.0,11,0.0,0.0,173257,36,Business,0.012507530293135588,0
KPZX50225931227254,2024-02-19 16:39:00,1,868.53,868.53,33,33902.64,5822.22,335,1,868.53,868.53,,1,0,0.0,337,0.0,1.0,1367630,24,Business,0.34747978154296716,0
KQAN81792241997970,2024-07-13 03:00:08,1,3425.81,3425.81,61,142482.92,18153.14,191,1,3425.81,3425.81,,0,0,1.0,343,0.0,0.0,1053171,48,Personal,0.060906588353203686,0
KQCI88810798334233,2023-11-16 15:25:50,1,1167.79,1167.79,44,81405.9,11416.62,430,1,1167.79,1167.79,,0,0,1.0,305,0.0,0.0,2103607,36,Vehicle,0.2189773482784067,0
KQDA01544751245737,2023-09-04 19:46:52,1,1587.81,1587.81,41,80520.12,15225.62,503,1,1587.81,1587.81,,1,0,1.0,224,0.0,1.0,1420485,36,Home,0.1530086507463104,0
KQJP60944128333721,2023-11-25 17:42:50,1,3741.14,3741.14,56,71962.57,8115.89,421,1,3741.14,3741.14,,0,0,1.0,372,0.0,0.0,1731076,48,Business,0.2036771494397275,0
KQMO60304093467541,2023-11-05 20:06:22,1,3716.98,3716.98,27,78076.99,17804.32,441,1,3716.98,3716.98,,0,0,1.0,6,0.0,0.0,1661935,60,Education,0.17994986009844882,0
KQOJ49150222951858,2023-12-27 08:37:51,1,417.31,417.31,69,49538.84,18032.44,390,1,417.31,417.31,,0,0,1.0,31,0.0,0.0,162990,36,Vehicle,0.025765875461217506,0
KQPQ73405386767703,2023-04-09 20:48:06,1,3680.92,3680.92,48,139681.27,16932.82,651,1,3680.92,3680.92,,1,0,0.0,417,0.0,1.0,1168095,24,Vehicle,0.0735100565153435,0
KQTZ51381865507846,2023-12-08 20:04:44,1,4293.67,4293.67,62,138323.19,12394.33,408,1,4293.67,4293.67,,0,0,0.0,192,0.0,0.0,1108079,12,Education,0.06621211336808508,0
KQUI59638384607491,2024-05-08 16:08:56,1,4029.31,4029.31,66,86119.61,5607.27,256,1,4029.31,4029.31,,0,0,0.0,353,0.0,0.0,1290351,24,Business,0.1259504765742678,0
KQVJ22527768575564,2023-05-28 20:32:14,1,3046.77,3046.77,37,118249.01,17748.04,602,1,3046.77,3046.77,,0,0,0.0,136,0.0,0.0,1031883,60,Education,0.07234283260663806,0
KQVN44963924358853,2024-02-27 08:00:04,1,2218.44,2218.44,38,27931.32,3930.64,328,1,2218.44,2218.44,,0,0,0.0,466,0.0,0.0,1718321,12,Personal,0.5246520954413426,0
KQVP01204242536909,2024-04-21 08:18:14,1,911.54,911.54,52,129531.3,7780.1,274,1,911.54,911.54,,1,0,1.0,259,0.0,1.0,763226,24,Home,0.05234432003360634,0
KQWI27686127793333,2023-09-25 07:01:44,1,539.33,539.33,32,147534.12,8943.07,483,1,539.33,539.33,,1,0,1.0,196,0.0,1.0,1668702,24,Home,0.09876851201867679,0
KQZX49811846512421,2023-10-01 09:08:45,1,1727.29,1727.29,55,100513.05,16072.04,477,1,1727.29,1727.29,,1,0,1.0,432,0.0,1.0,2010208,48,Business,0.17321288378264327,1
KRBZ51840477350318,2025-01-06 01:39:50,1,191.63,191.63,67,51886.66,17627.0,14,1,191.63,191.63,,0,0,1.0,485,0.0,0.0,1550071,60,Education,0.24991376560944223,0
KRGL34581956572853,2024-12-04 20:01:38,1,2899.97,2899.97,33,25542.51,4684.04,46,1,2899.97,2899.97,,0,0,1.0,96,0.0,0.0,76806,48,Vehicle,0.021244975880828038,0
KRKE11017992077057,2024-08-17 05:00:02,1,4917.98,4917.98,68,66959.18,6685.02,156,1,4917.98,4917.98,,0,0,0.0,359,0.0,0.0,1274648,12,Vehicle,0.16067490491712463,0
KRPU80668660968507,2023-04-13 21:06:40,1,2976.87,2976.87,63,33972.54,18150.78,647,1,2976.87,2976.87,,1,0,1.0,68,0.0,1.0,465384,48,Vehicle,0.1192277160220719,0
KRQD65025447241916,2024-12-21 22:25:09,1,2152.29,2152.29,68,65222.62,10362.04,29,1,2152.29,2152.29,,0,0,0.0,369,0.0,0.0,120119,60,Personal,0.010452265385029313,0
KRTF23552858706302,2024-05-12 05:09:47,1,3739.94,3739.94,66,76545.43,5194.78,253,1,3739.94,3739.94,,0,0,1.0,81,0.0,0.0,1923722,36,Personal,0.21290091418049867,0
KRXR66314387061154,2023-03-21 09:31:46,1,707.51,707.51,23,51649.05,14755.27,671,1,707.51,707.51,,1,0,1.0,136,0.0,1.0,1283741,36,Vehicle,0.21481287752925382,0
KRYH49263898749559,2023-12-27 10:15:48,1,3192.71,3192.71,31,148589.88799999998,2488.76,390,1,3192.71,3192.71,,1,0,0.0,449,0.0,1.0,1569603,12,Business,0.09236580102850481,0
KRZI04760830735460,2024-07-18 02:45:57,1,1995.02,1995.02,42,68377.29,18462.21,186,1,1995.02,1995.02,,0,0,0.0,297,0.0,0.0,2018541,36,Personal,0.2505034874228772,1
KRZN67292990722679,2024-08-20 16:37:24,1,3602.97,3602.97,26,117652.18,13396.8,152,1,3602.97,3602.97,,1,0,1.0,355,0.0,1.0,1800740,48,Personal,0.13299694972380796,0
KSBX94904447427072,2023-02-26 16:23:52,1,2468.15,2468.15,54,79021.73,16900.67,693,1,2468.15,2468.15,,0,0,1.0,116,0.0,0.0,913403,12,Home,0.09661108185396113,0
KSGT03064167021492,2025-01-20 12:13:34,1,125.91,125.91,55,28217.42,5695.7,0,1,125.91,125.91,,1,0,0.0,82,0.0,1.0,929903,60,Home,0.27992191844420033,0
KSHE86571192491283,2023-11-25 17:08:23,1,3247.66,3247.66,33,51741.88,11540.45,421,1,3247.66,3247.66,,0,0,0.0,36,0.0,0.0,935421,12,Business,0.15246979146678222,0
KSKY14346823948400,2024-05-09 16:34:40,1,4495.13,4495.13,30,32461.68,11625.55,255,1,4495.13,4495.13,,0,0,1.0,475,0.0,0.0,134080,12,Personal,0.03296465963713844,0
KSLH01965497059445,2025-01-15 21:16:44,1,2941.73,2941.73,56,27090.55,5060.56,4,1,2941.73,2941.73,,0,0,1.0,217,0.0,0.0,1351367,24,Personal,0.42086384962092216,0
KSPA12442360256732,2023-04-30 22:30:58,1,2459.57,2459.57,18,117736.13,5724.8,630,1,2459.57,2459.57,,1,0,1.0,253,0.0,1.0,1028836,24,Education,0.0767307496525335,0
KSQI50337902940375,2023-10-04 12:26:08,1,1714.92,1714.92,63,129909.06,16245.57,473,1,1714.92,1714.92,,1,0,1.0,423,0.0,1.0,2440137,12,Business,0.16279434417794356,0
KSSS06408106710917,2024-08-21 03:05:12,1,3197.32,3197.32,57,39898.57,7253.57,152,1,3197.32,3197.32,,1,0,1.0,192,0.0,1.0,2271599,36,Business,0.48965741910494354,1
KSSU27403392132839,2023-07-14 14:47:40,1,3025.54,3025.54,62,33566.86,14523.5,555,1,3025.54,3025.54,,0,0,0.0,276,0.0,0.0,2267181,24,Education,0.5762560561774303,1
KTBG48195435110269,2023-09-26 08:50:32,1,3100.58,3100.58,31,39290.02,9075.14,482,1,3100.58,3100.58,,0,0,0.0,1,0.0,0.0,229830,60,Education,0.04769417337659388,0
KTCF75362479905233,2024-10-24 03:01:13,1,2455.3,2455.3,67,132435.57,4559.13,88,1,2455.3,2455.3,,1,0,0.0,289,0.0,1.0,1606518,48,Home,0.10569841107776637,0
KTPQ42814351941997,2023-05-14 08:09:20,1,646.27,646.27,49,103057.15,1474.85,617,1,646.27,646.27,,1,0,1.0,46,0.0,1.0,356094,24,Business,0.031465198909200444,0
KTSL50553629171485,2024-10-14 17:29:11,1,1136.58,1136.58,47,65079.96,9701.6,97,1,1136.58,1136.58,,1,0,1.0,118,0.0,1.0,1286497,12,Business,0.1712282659565528,1
KTTS79896862055067,2023-11-29 22:26:39,1,2115.2,2115.2,54,35992.13,18318.38,417,1,2115.2,2115.2,,1,0,0.0,474,0.0,1.0,1461220,36,Education,0.34969420556947506,0
KUBG44096617718249,2024-11-16 18:51:57,1,2902.02,2902.02,24,122423.78,6186.52,64,1,2902.02,2902.02,,0,0,0.0,14,0.0,0.0,733404,48,Vehicle,0.04766656152025102,0
KUIO73494314872255,2024-10-04 08:32:54,1,4159.7,4159.7,48,53258.98,4736.99,108,1,4159.7,4159.7,,0,0,1.0,443,0.0,0.0,1597261,24,Vehicle,0.2545277378431839,1
KUIU03002143665945,2023-06-13 16:25:52,1,416.73,416.73,52,32857.51,4707.65,586,1,416.73,416.73,,0,0,1.0,333,0.0,0.0,916183,36,Home,0.2364732375763991,0
KULW39835844617773,2024-05-23 03:11:36,1,581.13,581.13,32,23880.95,8172.07,242,1,581.13,581.13,,0,0,1.0,426,0.0,0.0,672893,36,Vehicle,0.23898473294687728,0
KUMG62244626556157,2023-03-20 18:53:47,1,4066.67,4066.67,41,51398.4,1760.95,671,1,4066.67,4066.67,,1,0,0.0,299,0.0,1.0,891965,36,Vehicle,0.1505450238820542,0
KUMR63454964220699,2023-07-12 22:17:42,1,1548.72,1548.72,67,85302.67,3980.72,557,1,1548.72,1548.72,,1,0,0.0,472,0.0,1.0,394710,12,Vehicle,0.041505462412039576,0
KUQC67291930420185,2024-02-10 15:41:03,1,3135.3,3135.3,28,46813.04,1631.6,344,1,3135.3,3135.3,,0,0,0.0,436,0.0,0.0,682543,60,Personal,0.12249597384106432,1
KURX33183902157320,2024-08-13 00:59:17,1,3784.7,3784.7,50,52184.61,17132.03,160,1,3784.7,3784.7,,0,0,1.0,105,0.0,0.0,501157,36,Home,0.07985752951221975,0
KUZP84839974135312,2024-03-05 14:15:58,1,2295.92,2295.92,19,116821.03,8304.37,320,1,2295.92,2295.92,,0,0,1.0,208,0.0,0.0,1156581,48,Education,0.08240229677360823,0
KUZR54739893016127,2023-09-23 06:38:43,1,560.83,560.83,26,71074.01,7652.73,485,1,560.83,560.83,,1,0,1.0,35,0.0,1.0,1315898,24,Vehicle,0.1604890168131482,0
KVAK58147912251575,2023-09-16 04:10:46,1,3182.48,3182.48,57,140873.96,13304.84,492,1,3182.48,3182.48,,0,0,0.0,490,0.0,0.0,2170539,48,Personal,0.12958746159558687,0
KVET58031201327968,2023-02-20 23:31:44,1,1607.09,1607.09,31,34032.21,1022.73,699,1,1607.09,1607.09,,1,0,1.0,286,0.0,1.0,930412,12,Vehicle,0.23609355369131935,0
KVFW77584466345337,2023-12-08 08:22:01,1,405.16,405.16,44,97162.11,3120.08,409,1,405.16,405.16,,1,0,1.0,344,0.0,1.0,1802844,12,Personal,0.16083691770997255,0
KVKE03286591819805,2023-06-04 07:47:32,1,1986.53,1986.53,51,24261.03,6457.87,596,1,1986.53,1986.53,,0,0,0.0,224,0.0,0.0,2291281,48,Home,0.806722271834512,1
KVME83333939578654,2023-03-11 04:37:08,1,1624.16,1624.16,57,79718.65,12444.8,681,1,1624.16,1624.16,,1,0,0.0,425,0.0,1.0,1742110,60,Vehicle,0.18909508547274126,0
KVQX33566388282270,2024-08-05 19:06:48,1,459.99,459.99,19,148209.02,14448.11,167,1,459.99,459.99,,1,0,0.0,399,0.0,1.0,367875,12,Personal,0.02312730188851121,0
KVRL91779323822311,2024-08-25 07:43:31,1,1576.82,1576.82,65,51345.27,6153.03,148,1,1576.82,1576.82,,0,0,0.0,3,0.0,0.0,1778794,12,Business,0.29439606694097437,1
KVXN49717291269815,2023-12-26 22:22:18,1,1371.61,1371.61,28,92900.76,4190.68,390,1,1371.61,1371.61,,0,0,1.0,255,0.0,0.0,1278337,48,Business,0.11547213288122983,1
KWEM06822879561410,2023-02-17 08:49:45,1,160.26,160.26,32,138018.64,19458.76,703,1,160.26,160.26,,0,0,1.0,493,0.0,0.0,534814,12,Personal,0.03077667837196996,0
KWTU65528980017696,2023-06-05 23:29:37,1,3956.38,3956.38,65,82413.91,2067.97,594,1,3956.38,3956.38,,0,0,1.0,249,0.0,0.0,1276134,60,Vehicle,0.13024465632528753,1
KWVS51429544966954,2023-09-23 11:22:56,1,1842.37,1842.37,63,146418.1,8178.3,485,1,1842.37,1842.37,,0,0,1.0,122,0.0,0.0,1680668,60,Vehicle,0.09592339957764444,0
KWZX89881085587235,2024-03-04 15:54:11,1,2568.67,2568.67,27,48239.47,15790.91,321,1,2568.67,2568.67,,0,0,0.0,360,0.0,0.0,1469541,60,Home,0.25857979867477143,0
KXHT05321596360402,2023-11-29 05:04:25,1,3430.75,3430.75,35,83671.1,16657.77,418,1,3430.75,3430.75,,0,0,1.0,405,0.0,0.0,1102330,24,Home,0.11045397799765796,1
KXIM81966230037363,2023-09-19 07:53:28,1,808.97,808.97,53,121911.43,18317.43,489,1,808.97,808.97,,1,0,1.0,59,0.0,1.0,1649908,60,Education,0.11781507986037403,0
KXIS45703176810132,2023-07-17 05:50:44,1,454.96,454.96,61,143785.89,11374.84,553,1,454.96,454.96,,1,0,0.0,457,0.0,1.0,2214412,60,Home,0.13381226748430602,1
KXOF44917648261481,2024-05-12 02:46:52,1,4791.84,4791.84,37,80392.63,9588.68,253,1,4791.84,4791.84,,0,0,1.0,273,0.0,0.0,1165488,24,Vehicle,0.12178817649478958,0
KXOZ30199526145782,2024-09-13 20:02:54,1,3337.45,3337.45,56,91603.78,5473.33,128,1,3337.45,3337.45,,0,0,0.0,496,0.0,0.0,2403847,36,Education,0.2224118368132393,0
KXPU97273139211808,2023-07-15 17:28:42,1,210.71,210.71,52,123397.52,12351.43,554,1,210.71,210.71,,1,0,0.0,150,0.0,1.0,2034117,12,Home,0.1430953950553583,0
KXSS91780271522737,2024-06-07 16:14:10,1,284.28,284.28,56,93667.18,17639.91,226,1,284.28,284.28,,1,0,0.0,227,0.0,1.0,2493282,60,Personal,0.2299236511032924,0
KXUL23045142469637,2024-06-07 06:25:56,1,2317.23,2317.23,46,104513.65,4122.94,227,1,2317.23,2317.23,,0,0,0.0,288,0.0,0.0,918374,12,Business,0.07286336389247895,0
KXVZ14388273749099,2024-04-28 19:32:33,1,516.05,516.05,26,94569.35,2046.15,266,1,516.05,516.05,,1,0,0.0,83,0.0,1.0,1805548,48,Home,0.16544042017022798,0
KYAV07288959274116,2024-05-16 19:48:58,1,2355.15,2355.15,27,41226.05,17023.64,248,1,2355.15,2355.15,,0,0,1.0,232,0.0,0.0,79725,12,Home,0.014145409915588837,0
KYKD74192581476212,2024-10-03 10:49:27,1,2276.31,2276.31,52,126475.02,11924.82,109,1,2276.31,2276.31,,1,0,0.0,480,0.0,1.0,1235574,24,Personal,0.08556272890905138,1
KYLF29297702598458,2024-10-04 06:39:49,1,3310.26,3310.26,64,32908.89,7129.84,108,1,3310.26,3310.26,,0,0,1.0,202,0.0,0.0,154555,12,Vehicle,0.037814336672535295,0
KYOE28920641578097,2023-07-04 12:48:35,1,51.94,51.94,70,51486.05,13930.51,565,1,51.94,51.94,,0,0,1.0,363,0.0,0.0,2408638,12,Personal,0.39839633550934656,0
KYOO30638556190806,2024-04-22 06:34:30,1,3921.03,3921.03,64,96261.91,7542.77,273,1,3921.03,3921.03,,0,0,0.0,443,0.0,0.0,845928,12,Home,0.0728689122291909,0
KYOS12094540289443,2023-11-01 06:54:03,1,1906.76,1906.76,22,130090.48,18660.85,446,1,1906.76,1906.76,,0,0,1.0,236,0.0,0.0,1679311,36,Vehicle,0.10817739381123143,1
KYQX17083351424496,2024-03-05 16:46:24,1,1982.76,1982.76,31,125051.21,19781.6228,320,1,1982.76,1982.76,,1,0,1.0,75,0.0,1.0,938036,36,Education,0.0661299966896632,0
KZKA84852846770378,2024-08-21 15:01:53,1,4875.54,4875.54,35,123896.94,4842.83,151,1,4875.54,4875.54,,0,0,0.0,33,0.0,0.0,1875977,48,Home,0.12730626888586086,1
KZOW49490228403595,2023-07-25 10:42:49,1,3524.34,3524.34,33,38007.74,8469.5,545,1,3524.34,3524.34,,0,0,0.0,322,0.0,0.0,2380255,24,Personal,0.5341332081552479,0
KZQJ87494009262886,2023-12-20 14:50:20,1,3236.76,3236.76,51,104415.9,12621.2,396,1,3236.76,3236.76,,0,0,0.0,164,0.0,0.0,1032599,12,Education,0.0823065668098315,0
KZTH05069987585257,2023-12-19 14:17:36,1,4614.71,4614.71,40,148589.88799999998,4207.48,397,1,4614.71,4614.71,,0,0,1.0,349,0.0,0.0,2202299,12,Business,0.124563815162371,0
KZTJ65744653255441,2024-06-07 04:55:50,1,3606.7,3606.7,50,40105.16,17318.23,227,1,3606.7,3606.7,,0,0,1.0,122,0.0,0.0,2448083,12,Education,0.5205632386914688,0
KZUN29726692325727,2024-05-12 21:08:53,1,2685.77,2685.77,21,109122.95,11324.17,252,1,2685.77,2685.77,,0,0,0.0,188,0.0,0.0,2391991,12,Personal,0.18538508350061708,0
LAEW11925058368251,2024-03-10 12:57:03,1,1107.88,1107.88,62,91207.31,1483.42,315,1,1107.88,1107.88,,1,0,1.0,82,0.0,1.0,596015,36,Education,0.057849117459967694,0
LAFH05066714853331,2025-01-01 23:16:17,1,3588.2,3588.2,27,146170.17,15627.33,18,1,3588.2,3588.2,,0,0,0.0,187,0.0,0.0,1193657,48,Personal,0.06411656946974797,0
LAKP30362792463203,2024-09-04 12:45:59,1,4786.8,4786.8,52,126602.28,13804.39,137,1,4786.8,4786.8,,0,0,1.0,265,0.0,0.0,1483441,60,Home,0.0979691167344666,0
LALX69582616913438,2023-08-05 13:25:40,1,360.72,360.72,64,118035.64,8588.77,533,1,360.72,360.72,,1,0,0.0,484,0.0,1.0,1690920,24,Vehicle,0.12459943413365297,0
LAON27995530245301,2023-04-06 16:57:38,1,766.15,766.15,56,62896.96,19653.06,654,1,766.15,766.15,,0,0,0.0,158,0.0,0.0,1757017,12,Business,0.2369164845668433,0
LAQV05711784440027,2025-01-03 23:57:51,1,1621.65,1621.65,20,93130.71,13800.07,16,1,1621.65,1621.65,,1,0,0.0,276,0.0,1.0,739556,48,Vehicle,0.06637591943619213,0
LARG40017047640038,2023-03-24 22:59:46,1,1526.25,1526.25,18,136900.08,18439.59,667,1,1526.25,1526.25,,0,0,0.0,423,0.0,0.0,2303722,60,Vehicle,0.14175461261444847,1
LASI62078562271926,2024-01-08 18:04:25,1,3816.61,3816.61,36,117998.62,8699.13,377,1,3816.61,3816.61,,0,0,1.0,113,0.0,0.0,1699729,48,Vehicle,0.12099359983845687,0
LAVX43790868088358,2023-10-29 10:47:27,1,2500.41,2500.41,48,28758.75,8839.93,449,1,2500.41,2500.41,,0,0,0.0,399,0.0,0.0,1166271,36,Personal,0.34502471980402344,0
LBAB94365960754542,2023-07-02 15:08:54,1,4334.53,4334.53,23,36802.02,258.1616,567,1,4334.53,4334.53,,0,0,1.0,80,0.0,0.0,2264387,60,Personal,0.5247369430277268,0
LBBP51674867358182,2023-06-02 08:02:16,1,571.68,571.68,33,84474.54,19781.6228,598,1,571.68,571.68,,1,0,0.0,485,0.0,1.0,1539493,48,Business,0.15800357099105677,1
LBEL49723920102975,2024-08-26 23:38:04,1,3947.19,3947.19,26,67199.37,9012.82,146,1,3947.19,3947.19,,0,0,0.0,229,0.0,0.0,1731641,36,Personal,0.2183576988682458,1
LBFK38120446979559,2024-06-26 21:47:07,1,3230.03,3230.03,19,47166.82,17786.41,207,1,3230.03,3230.03,,0,0,0.0,165,0.0,0.0,1117609,48,Personal,0.20058770941736695,0
LBFP19264210238728,2024-12-04 20:31:02,1,284.26,284.26,70,23368.26,17358.45,46,1,284.26,284.26,,0,0,0.0,485,0.0,0.0,566409,48,Personal,0.203146067371064,0
LBGL59967313121312,2023-04-29 15:07:16,1,148.94,148.94,51,114815.17,2161.39,631,1,148.94,148.94,,0,0,1.0,254,0.0,0.0,716165,60,Personal,0.051019077548668884,0
LBHM05952984241074,2023-09-24 14:15:44,1,4174.45,4174.45,45,66681.27,7824.96,483,1,4174.45,4174.45,,1,0,1.0,474,0.0,1.0,1293085,36,Home,0.16800755196612782,1
LBJM02622478922518,2024-06-14 03:17:39,1,1881.35,1881.35,58,129171.68,4024.79,220,1,1881.35,1881.35,,0,0,0.0,133,0.0,0.0,1476445,12,Business,0.09550815247911382,0
LBMQ15114627856621,2024-09-18 08:41:50,1,2416.27,2416.27,50,57998.47,19780.78,124,1,2416.27,2416.27,,1,0,0.0,360,0.0,1.0,2292168,24,Personal,0.34046918843881,1
